schema_version,campaign_id,stage_mode,attempt_id,global_seq,abs_b_deg,abs_c_deg,acquisition_try,pass_id,contact_id,pre_raw_count,pre_mux_count,pre_gated_count,post_raw_count,post_mux_count,post_gated_count,ready_raw_count,ready_mux_count,ready_gated_count,probe_result,travel_mm,raw_delta,mux_delta,gated_delta,repeat_raw_delta,repeat_mux_delta,repeat_gated_delta,extra_raw_minus_gated_delta,chatter_observed,quiet_episode_count,quiet_elapsed_s,quiet_reset_count,consistency_fault,release_fault,terminal_failure
2.0,2026082701.000000,41.000000,7.000000,29.000000,10.000000,270.000000,1.000000,1.000000,4.000000,1705.000000,1705.000000,661.000000,1706.000000,1706.000000,662.000000,1706.000000,1706.000000,662.000000,1.000000,4.037311,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,29.000000,10.000000,270.000000,1.000000,2.000000,1.000000,1706.000000,1706.000000,662.000000,1707.000000,1707.000000,663.000000,1707.000000,1707.000000,663.000000,1.000000,4.999231,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,29.000000,10.000000,270.000000,1.000000,2.000000,2.000000,1707.000000,1707.000000,663.000000,1708.000000,1708.000000,664.000000,1708.000000,1708.000000,664.000000,1.000000,4.001432,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,29.000000,10.000000,270.000000,1.000000,2.000000,3.000000,1708.000000,1708.000000,664.000000,1709.000000,1709.000000,665.000000,1709.000000,1709.000000,665.000000,1.000000,3.917138,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,29.000000,10.000000,270.000000,1.000000,2.000000,4.000000,1709.000000,1709.000000,665.000000,1710.000000,1710.000000,666.000000,1710.000000,1710.000000,666.000000,1.000000,3.914862,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,1.000000,1.000000,1710.000000,1710.000000,666.000000,1711.000000,1711.000000,667.000000,1711.000000,1711.000000,667.000000,1.000000,4.996037,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,1.000000,2.000000,1711.000000,1711.000000,667.000000,1712.000000,1712.000000,668.000000,1712.000000,1712.000000,668.000000,1.000000,4.101370,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,1.000000,3.000000,1712.000000,1712.000000,668.000000,1713.000000,1713.000000,669.000000,1713.000000,1713.000000,669.000000,1.000000,3.837269,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,1.000000,4.000000,1713.000000,1713.000000,669.000000,1714.000000,1714.000000,670.000000,1714.000000,1714.000000,670.000000,1.000000,4.017638,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,2.000000,1.000000,1714.000000,1714.000000,670.000000,1715.000000,1715.000000,671.000000,1715.000000,1715.000000,671.000000,1.000000,4.998537,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,2.000000,2.000000,1715.000000,1715.000000,671.000000,1716.000000,1716.000000,672.000000,1716.000000,1716.000000,672.000000,1.000000,3.991370,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,2.000000,3.000000,1716.000000,1716.000000,672.000000,1717.000000,1717.000000,673.000000,1717.000000,1717.000000,673.000000,1.000000,3.925195,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,2.000000,4.000000,1717.000000,1717.000000,673.000000,1718.000000,1718.000000,674.000000,1718.000000,1718.000000,674.000000,1.000000,3.925138,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,1718.000000,1718.000000,674.000000,1719.000000,1719.000000,675.000000,1719.000000,1719.000000,675.000000,1.000000,5.021866,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,1.000000,2.000000,1719.000000,1719.000000,675.000000,1720.000000,1720.000000,676.000000,1720.000000,1720.000000,676.000000,1.000000,3.877127,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,1.000000,3.000000,1720.000000,1720.000000,676.000000,1721.000000,1721.000000,677.000000,1721.000000,1721.000000,677.000000,1.000000,3.910138,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,1.000000,4.000000,1721.000000,1721.000000,677.000000,1722.000000,1722.000000,678.000000,1722.000000,1722.000000,678.000000,1.000000,3.956028,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,2.000000,1.000000,1722.000000,1722.000000,678.000000,1723.000000,1723.000000,679.000000,1723.000000,1723.000000,679.000000,1.000000,5.000199,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,1723.000000,1723.000000,679.000000,1724.000000,1724.000000,680.000000,1724.000000,1724.000000,680.000000,1.000000,4.001244,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,2.000000,3.000000,1724.000000,1724.000000,680.000000,1725.000000,1725.000000,681.000000,1725.000000,1725.000000,681.000000,1.000000,3.931805,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,2.000000,4.000000,1725.000000,1725.000000,681.000000,1726.000000,1726.000000,682.000000,1726.000000,1726.000000,682.000000,1.000000,3.940607,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,32.000000,-10.000000,45.000000,1.000000,1.000000,1.000000,1726.000000,1726.000000,682.000000,1727.000000,1727.000000,683.000000,1727.000000,1727.000000,683.000000,1.000000,5.009505,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,32.000000,-10.000000,45.000000,1.000000,1.000000,2.000000,1727.000000,1727.000000,683.000000,1728.000000,1728.000000,684.000000,1728.000000,1728.000000,684.000000,1.000000,3.967279,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,32.000000,-10.000000,45.000000,1.000000,1.000000,3.000000,1728.000000,1728.000000,684.000000,1729.000000,1729.000000,685.000000,1729.000000,1729.000000,685.000000,1.000000,4.021661,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,32.000000,-10.000000,45.000000,1.000000,1.000000,4.000000,1729.000000,1729.000000,685.000000,1730.000000,1730.000000,686.000000,1730.000000,1730.000000,686.000000,1.000000,3.823384,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0,2026082701.000000,41.000000,7.000000,32.000000,-10.000000,45.000000,1.000000,2.000000,1.000000,1730.000000,1730.000000,686.000000,1731.000000,1731.000000,687.000000,1731.000000,1731.000000,687.000000,1.000000,4.999371,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
