schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082701.000000,40.000000,6.000000,5.000000,10.000000,16.000000,5.000000,0.000000,-0.002668,-0.013751,0.003654,0.014476,0.050,1.000000
1.0,2026082701.000000,40.000000,6.000000,-5.000000,17.000000,23.000000,-5.000000,0.000000,0.010136,-0.000863,0.000224,0.010175,0.050,1.000000
