schema_version,campaign_id,attempt_id,start_pose,last_pose,return_b_deg,return_c_deg,tool_length_mm,probe_offset_mm,world_open_x,world_open_y,world_open_z,world_close_x,world_close_y,world_close_z,world_return_closure_mm,world_open_pair_mm,world_close_pair_mm,world_open_v_diameter_mm,world_close_v_diameter_mm,world_open_max_residual_mm,world_close_max_residual_mm,gated_edge_count
1,2026090103.000000,1.000000,1.000000,24.000000,0.000000,0.000000,229.407000,0.154742,878.271935,618.910372,-981.293158,878.321271,618.919310,-981.276742,0.052759,0.006406,0.010418,30.167583,30.180917,0.088007,0.090721,112.000000
