schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082601.000000,31.000000,2.000000,90.000000,17.000000,21.000000,90.000000,0.000000,0.032605,0.000283,-0.011381,0.034535,0.050,1.000000
