schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082404.000000,26.000000,2.000000,100.000000,1.000000,9.000000,0.000000,0.000000,-0.005565,-0.008705,-0.001000,0.010380,0.050,1.000000
1.0,2026082404.000000,26.000000,2.000000,5.000000,10.000000,16.000000,5.000000,0.000000,-0.002402,-0.001046,-0.000377,0.002647,0.050,1.000000
1.0,2026082404.000000,26.000000,2.000000,-5.000000,17.000000,23.000000,-5.000000,0.000000,-0.007508,-0.000351,0.002942,0.008072,0.050,1.000000
1.0,2026082404.000000,26.000000,2.000000,10.000000,24.000000,30.000000,10.000000,0.000000,0.000032,0.013264,0.003791,0.013795,0.050,1.000000
1.0,2026082404.000000,26.000000,2.000000,-10.000000,31.000000,37.000000,-10.000000,0.000000,0.011560,0.003805,0.001652,0.012282,0.050,1.000000
1.0,2026082404.000000,26.000000,2.000000,15.000000,38.000000,44.000000,15.000000,0.000000,-0.002299,-0.015171,-0.001040,0.015379,0.050,1.000000
