schema_version,campaign_id,stage_mode,attempt_id,sample_seq,block_id,anchor_seq,is_closure,contact_count,u_method_code,abs_b_deg,abs_c_deg,live_tool_number,expected_tool_length_mm,probe_calibration_offset_mm,probe_diameter_mm,effective_contact_radius_mm,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,u_center_correction_mm,v_center_correction_mm,center_correction_norm_mm,v_corrected_diameter_mm,pass_center_delta_mm,w_contact_radial_residual_mm,u_contact_radial_residual_mm,v_minus_contact_radial_residual_mm,v_plus_contact_radial_residual_mm,w_travel_mm,u_travel_mm,v_minus_travel_mm,v_plus_travel_mm
1.0,2026082404.000000,28.000000,4.000000,1.000000,100.000000,1.000000,0.000000,4.0,1.000000,0.000333,-0.000023,4.000000,229.407000,0.154742,6.000000,17.845258,1025.090159,844.120249,-302.499784,-0.001500,-0.004167,0.004428,30.111333,0.017890,0.000000,0.000000,0.055667,0.055667,4.982667,3.998500,3.940167,3.948500
1.0,2026082404.000000,28.000000,4.000000,2.000000,100.000000,2.000000,0.000000,4.0,1.000000,0.000000,45.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.138100,844.112282,-302.496784,-0.007255,0.012084,0.014094,30.140788,0.014254,0.000006,0.000004,0.070395,0.070395,4.997667,3.992745,3.941690,3.917523
1.0,2026082404.000000,28.000000,4.000000,3.000000,100.000000,3.000000,0.000000,4.0,1.000000,0.000000,90.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.182690,844.081838,-302.495451,-0.002111,-0.001250,0.002453,30.157167,0.002490,0.000000,0.000000,0.078584,0.078584,4.999333,3.997889,3.920167,3.922666
1.0,2026082404.000000,28.000000,4.000000,4.000000,100.000000,4.000000,0.000000,4.0,1.000000,0.000000,135.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.218071,844.101271,-302.490785,0.004252,-0.000416,0.004272,30.140788,0.004923,0.000000,0.000000,0.070394,0.070394,4.997667,4.004252,3.929190,3.930022
1.0,2026082404.000000,28.000000,4.000000,5.000000,100.000000,5.000000,0.000000,4.0,1.000000,0.000000,180.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.282838,844.128314,-302.489452,-0.017431,0.002510,0.017611,30.161337,0.017867,0.000009,0.000000,0.080677,0.080677,5.000167,3.982569,3.921841,3.916822
1.0,2026082404.000000,28.000000,4.000000,6.000000,100.000000,6.000000,0.000000,4.0,1.000000,0.000000,225.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.244033,844.176128,-302.484785,0.007586,0.004167,0.008655,30.229955,0.008735,0.000002,0.000000,0.114979,0.114979,4.999334,4.007586,3.889190,3.880856
1.0,2026082404.000000,28.000000,4.000000,7.000000,100.000000,7.000000,0.000000,4.0,1.000000,0.000000,270.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.194556,844.176431,-302.486787,-0.006667,-0.003290,0.007435,30.331334,0.008797,0.000002,0.000000,0.165668,0.165668,5.002668,3.993333,3.831043,3.837623
1.0,2026082404.000000,28.000000,4.000000,8.000000,100.000000,8.000000,0.000000,4.0,1.000000,0.000000,315.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.135953,844.183180,-302.490454,0.000085,0.006667,0.006667,30.224955,0.006743,0.000001,0.000001,0.112477,0.112477,5.001000,4.000085,3.894190,3.880856
1.0,2026082404.000000,28.000000,4.000000,9.000000,100.000000,9.000000,1.000000,4.0,1.000000,0.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.099871,844.141929,-302.497454,0.007729,0.004583,0.008986,30.147167,0.009042,0.000002,0.000000,0.073585,0.073585,5.000167,4.007729,3.931000,3.921833
1.0,2026082404.000000,28.000000,4.000000,67.000000,-45.000000,1.000000,0.000000,4.0,2.000000,-45.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,1025.128920,844.141462,-302.499089,-0.001623,0.002800,0.003237,30.138833,0.003515,0.000000,0.000000,0.069417,0.069417,4.998348,4.001623,3.933383,3.927783
