schema_version,campaign_id,stage_mode,attempt_id,next_global_seq,abs_b_deg,abs_c_deg,acquisition_try,pass_id,contact_id,prior_ready_raw_count,prior_ready_mux_count,prior_ready_gated_count,current_pre_raw_count,current_pre_mux_count,current_pre_gated_count,gap_raw_delta,gap_mux_delta,gap_gated_delta,prior_contact_extra_delta,combined_extra_delta,burst_flag,consistency_fault,initial_baseline
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,1.000000,1.000000,2411.000000,2411.000000,192.000000,2411.000000,2411.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,1.000000,2.000000,2412.000000,2412.000000,193.000000,2412.000000,2412.000000,193.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,1.000000,3.000000,2413.000000,2413.000000,194.000000,2413.000000,2413.000000,194.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,1.000000,4.000000,2414.000000,2414.000000,195.000000,2414.000000,2414.000000,195.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,2.000000,1.000000,2415.000000,2415.000000,196.000000,2415.000000,2415.000000,196.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,2.000000,2.000000,2416.000000,2416.000000,197.000000,2416.000000,2416.000000,197.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,2.000000,3.000000,2417.000000,2417.000000,198.000000,2417.000000,2417.000000,198.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,24.000000,-90.000000,180.000000,1.000000,2.000000,4.000000,2418.000000,2418.000000,199.000000,2418.000000,2418.000000,199.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,1.000000,1.000000,2419.000000,2419.000000,200.000000,2419.000000,2419.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,1.000000,2.000000,2420.000000,2420.000000,201.000000,2420.000000,2420.000000,201.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,1.000000,3.000000,2421.000000,2421.000000,202.000000,2421.000000,2421.000000,202.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,1.000000,4.000000,2422.000000,2422.000000,203.000000,2422.000000,2422.000000,203.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,2.000000,1.000000,2423.000000,2423.000000,204.000000,2423.000000,2423.000000,204.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,2.000000,2.000000,2424.000000,2424.000000,205.000000,2424.000000,2424.000000,205.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,2.000000,3.000000,2425.000000,2425.000000,206.000000,2425.000000,2425.000000,206.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,25.000000,-90.000000,270.000000,1.000000,2.000000,4.000000,2426.000000,2426.000000,207.000000,2426.000000,2426.000000,207.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,1.000000,1.000000,2427.000000,2427.000000,208.000000,2427.000000,2427.000000,208.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,1.000000,2.000000,2428.000000,2428.000000,209.000000,2428.000000,2428.000000,209.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,1.000000,3.000000,2429.000000,2429.000000,210.000000,2429.000000,2429.000000,210.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,1.000000,4.000000,2430.000000,2430.000000,211.000000,2430.000000,2430.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,2.000000,1.000000,2431.000000,2431.000000,212.000000,2431.000000,2431.000000,212.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,2.000000,2.000000,2432.000000,2432.000000,213.000000,2432.000000,2432.000000,213.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,2.000000,3.000000,2433.000000,2433.000000,214.000000,2433.000000,2433.000000,214.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,26.000000,-90.000000,0.000000,1.000000,2.000000,4.000000,2434.000000,2434.000000,215.000000,2434.000000,2434.000000,215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2435.000000,2435.000000,216.000000,2435.000000,2435.000000,216.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,1.000000,2.000000,2436.000000,2436.000000,217.000000,2436.000000,2436.000000,217.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,1.000000,3.000000,2437.000000,2437.000000,218.000000,2437.000000,2437.000000,218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,1.000000,4.000000,2438.000000,2438.000000,219.000000,2438.000000,2438.000000,219.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,2.000000,1.000000,2439.000000,2439.000000,220.000000,2439.000000,2439.000000,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,2.000000,2.000000,2440.000000,2440.000000,221.000000,2440.000000,2440.000000,221.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,2.000000,3.000000,2441.000000,2441.000000,222.000000,2441.000000,2441.000000,222.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,27.000000,0.000000,0.000000,1.000000,2.000000,4.000000,2442.000000,2442.000000,223.000000,2442.000000,2442.000000,223.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,28.000000,0.000000,90.000000,1.000000,1.000000,1.000000,2443.000000,2443.000000,224.000000,2443.000000,2443.000000,224.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,28.000000,0.000000,90.000000,1.000000,1.000000,2.000000,2444.000000,2444.000000,225.000000,2444.000000,2444.000000,225.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,28.000000,0.000000,90.000000,1.000000,1.000000,3.000000,2445.000000,2445.000000,226.000000,2445.000000,2445.000000,226.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082601.000000,31.000000,5.000000,28.000000,0.000000,90.000000,1.000000,1.000000,4.000000,2446.000000,2446.000000,227.000000,2446.000000,2446.000000,227.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
