schema_version,campaign_id,stage_mode,attempt_id,sample_seq,block_id,anchor_seq,is_closure,contact_count,u_method_code,abs_b_deg,abs_c_deg,live_tool_number,expected_tool_length_mm,probe_calibration_offset_mm,probe_diameter_mm,effective_contact_radius_mm,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,u_center_correction_mm,v_center_correction_mm,center_correction_norm_mm,v_corrected_diameter_mm,pass_center_delta_mm,w_contact_radial_residual_mm,u_contact_radial_residual_mm,v_minus_contact_radial_residual_mm,v_plus_contact_radial_residual_mm,w_travel_mm,u_travel_mm,v_minus_travel_mm,v_plus_travel_mm
1.0,2026082701.000000,36.000000,2.000000,1.000000,100.000000,1.000000,0.000000,4.0,1.000000,0.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.013505,696.536015,-302.562553,-0.000604,-0.003333,0.003387,30.126333,0.020941,0.000000,0.000000,0.063167,0.063167,4.979333,3.999396,3.933500,3.940166
1.0,2026082701.000000,36.000000,2.000000,2.000000,100.000000,2.000000,0.000000,4.0,1.000000,0.000000,45.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.104309,696.527266,-302.557887,0.005599,-0.005833,0.008085,30.086621,0.008379,0.000002,0.000000,0.043311,0.043311,4.998500,4.005599,3.950856,3.962523
1.0,2026082701.000000,36.000000,2.000000,3.000000,100.000000,3.000000,0.000000,4.0,1.000000,0.000000,90.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.172642,696.512017,-302.549887,0.007056,0.000417,0.007068,30.047159,0.007320,0.000001,0.000000,0.023581,0.023581,4.999334,4.007056,3.976837,3.976004
1.0,2026082701.000000,36.000000,2.000000,4.000000,100.000000,4.000000,0.000000,4.0,1.000000,0.000000,135.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.184309,696.560460,-302.541887,-0.001067,-0.008337,0.008405,30.109984,0.008386,0.000002,0.000002,0.054992,0.054992,4.999334,3.998933,3.936671,3.953345
1.0,2026082701.000000,36.000000,2.000000,5.000000,100.000000,5.000000,0.000000,4.0,1.000000,0.000000,180.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.148565,696.602542,-302.540554,0.000069,0.002082,0.002083,30.147155,0.002380,0.000000,0.000000,0.073578,0.073578,5.001000,4.000069,3.928504,3.924341
1.0,2026082701.000000,36.000000,2.000000,6.000000,100.000000,6.000000,0.000000,4.0,1.000000,0.000000,225.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.093122,696.659687,-302.539221,-0.002894,0.000419,0.002925,30.135808,0.002819,0.000000,0.000000,0.067904,0.067904,4.998500,3.997106,3.932515,3.931677
1.0,2026082701.000000,36.000000,2.000000,7.000000,100.000000,7.000000,0.000000,4.0,1.000000,0.000000,270.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.032256,696.652887,-302.547889,-0.000159,0.004969,0.004971,30.154667,0.005071,0.000000,0.000000,0.077334,0.077334,5.000167,3.999841,3.927635,3.917698
1.0,2026082701.000000,36.000000,2.000000,8.000000,100.000000,8.000000,0.000000,4.0,1.000000,0.000000,315.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.978512,696.608189,-302.553222,-0.000748,-0.001666,0.001827,30.114955,0.005158,0.000000,0.000000,0.057477,0.057477,4.995167,3.999252,3.940856,3.944189
1.0,2026082701.000000,36.000000,2.000000,9.000000,100.000000,9.000000,1.000000,4.0,1.000000,0.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.005850,696.556119,-302.563556,0.000229,0.003334,0.003342,30.177999,0.004843,0.000000,0.000000,0.088999,0.088999,5.003500,4.000229,3.914335,3.907666
1.0,2026082701.000000,36.000000,2.000000,17.000000,-5.000000,1.000000,0.000000,4.0,2.000000,-5.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.204755,696.558251,-302.568249,-0.013140,0.010819,0.017021,30.174667,0.018184,0.000008,0.000003,0.087339,0.087339,4.997672,4.013140,3.923485,3.901848
1.0,2026082701.000000,36.000000,2.000000,18.000000,-5.000000,2.000000,0.000000,4.0,2.000000,-5.000000,45.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.241269,696.630779,-302.562675,0.000131,-0.000224,0.000259,30.134957,0.002664,0.000000,0.000000,0.067479,0.067479,4.997677,3.999869,3.932298,3.932745
1.0,2026082701.000000,36.000000,2.000000,19.000000,-5.000000,3.000000,0.000000,4.0,2.000000,-5.000000,90.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.181637,696.675240,-302.555836,0.004627,-0.010221,0.011220,30.047166,0.011697,0.000004,0.000003,0.023584,0.023583,5.001024,3.995373,3.966196,3.986638
1.0,2026082701.000000,36.000000,2.000000,20.000000,-5.000000,4.000000,0.000000,4.0,2.000000,-5.000000,180.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.997060,696.609459,-302.544243,0.013207,0.000507,0.013217,30.127376,0.013051,0.000005,0.000000,0.063692,0.063692,4.996047,3.986793,3.936819,3.935804
