schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082701.000000,35.000000,1.000000,100.000000,1.000000,9.000000,0.000000,0.000000,0.008763,0.006796,0.000668,0.011109,0.050,1.000000
1.0,2026082701.000000,35.000000,1.000000,5.000000,10.000000,16.000000,5.000000,0.000000,0.003858,-0.003299,0.002377,0.005605,0.050,1.000000
