schema_version,campaign_id,stage_mode,attempt_id,sample_seq,abs_b_deg,abs_c_deg,persistent_correction_enabled,tcpc_enabled,twp_active,twp_motion_enabled,twp_valid,b_ssi_invalid,c_ssi_invalid,motion_tooloffset_z_mm,halui_tool_length_offset_z_mm,kins_active_tool_offset_z_mm,joint_b_cmd_deg,joint_b_fb_deg,joint_c_cmd_deg,joint_c_fb_deg,b_ssi_zeroed_deg,c_ssi_zeroed_deg,accepted_endpoint_abs_x_mm,accepted_endpoint_abs_y_mm,accepted_endpoint_abs_z_mm,joint_0_motor_pos_cmd_mm,joint_0_motor_pos_fb_mm,joint_0_motor_following_error_fb_minus_cmd_mm,joint_1_motor_pos_cmd_mm,joint_1_motor_pos_fb_mm,joint_1_motor_following_error_fb_minus_cmd_mm,joint_2_motor_pos_cmd_mm,joint_2_motor_pos_fb_mm,joint_2_motor_following_error_fb_minus_cmd_mm
1.0,2026082404.000000,26.000000,1.000000,1.000000,-0.000010,-0.000023,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-0.000010,-0.000010,-0.000023,-0.000023,-360.000010,0.000023,1025.015948,844.043999,-279.635357,0.004548,0.004548,0.000000,-0.013801,-0.013801,0.000000,0.020643,0.020643,0.000000
1.0,2026082404.000000,26.000000,1.000000,2.000000,0.000000,45.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,45.000000,44.999977,-360.000010,-44.999977,1025.069175,844.018323,-279.637357,-19.021574,-19.021574,0.000000,-7.392952,-7.392952,0.000000,0.023628,0.023628,0.000000
1.0,2026082404.000000,26.000000,1.000000,3.000000,0.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,90.000000,90.000320,-360.000010,-90.000320,1025.113216,844.019395,-279.632691,-27.263456,-27.263456,0.000000,-26.040330,-26.040330,0.000000,0.040341,0.040341,0.000000
1.0,2026082404.000000,26.000000,1.000000,4.000000,0.000000,135.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,135.000000,134.999977,-360.000010,-134.999977,1025.136893,844.037966,-279.630524,-19.878431,-19.878431,0.000000,-45.041176,-45.041176,0.000000,0.054559,0.054559,0.000000
1.0,2026082404.000000,26.000000,1.000000,5.000000,0.000000,180.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,180.000000,180.001007,-360.000010,-180.001007,1025.198180,844.066873,-279.625858,-1.120704,-1.120704,0.000000,-53.261337,-53.261337,0.000000,0.064221,0.064221,0.000000
1.0,2026082404.000000,26.000000,1.000000,6.000000,0.000000,225.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,225.000000,224.999977,-360.000010,-224.999977,1025.137595,844.130570,-279.624525,17.898123,17.898123,0.000000,-45.844164,-45.844164,0.000000,0.060569,0.060569,0.000000
1.0,2026082404.000000,26.000000,1.000000,7.000000,0.000000,270.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,270.000000,270.002380,-360.000010,-270.002380,1025.081919,844.105857,-279.624859,26.128370,26.128369,0.000000,-27.220427,-27.220427,0.000000,0.048188,0.048188,0.000000
1.0,2026082404.000000,26.000000,1.000000,8.000000,0.000000,315.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,315.000000,314.999977,-360.000010,-314.999977,1025.026990,844.118484,-279.628526,18.712094,18.712093,0.000000,-8.188383,-8.188383,0.000000,0.032470,0.032470,0.000000
1.0,2026082404.000000,26.000000,1.000000,9.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,0.000000,-0.000023,-360.000010,0.000023,1025.000310,844.051137,-279.632193,-0.011027,-0.011027,0.000000,-0.006663,-0.006663,0.000000,0.023807,0.023807,0.000000
1.0,2026082404.000000,26.000000,1.000000,10.000000,5.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,5.000142,0.000000,-0.000023,-354.999858,0.000023,1027.053507,844.046183,-279.696687,37.688608,37.688608,0.000000,-0.038107,-0.038107,0.000000,-1.657136,-1.657136,0.000000
1.0,2026082404.000000,26.000000,1.000000,11.000000,5.000000,45.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,4.999799,45.000000,44.999977,-354.999858,-44.999977,1026.490702,845.415929,-279.710839,7.618978,7.618978,0.000000,19.160766,19.160766,0.000000,-1.674170,-1.674170,0.000000
1.0,2026082404.000000,26.000000,1.000000,12.000000,5.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,4.999799,90.000000,89.999977,-355.000201,-89.999977,1025.116437,846.024480,-279.711714,-27.244222,-27.244222,0.000000,11.560746,11.560746,0.000000,-1.667241,-1.667241,0.000000
1.0,2026082404.000000,26.000000,1.000000,13.000000,5.000000,180.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,5.000142,180.000000,180.000320,-354.999858,-180.000320,1023.166417,844.076680,-279.712050,-38.802591,-38.802591,0.000000,-53.256839,-53.256839,0.000000,-1.641389,-1.641389,0.000000
1.0,2026082404.000000,26.000000,1.000000,14.000000,5.000000,225.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,4.999799,225.000000,224.999977,-354.999858,-224.999977,1023.691484,842.711866,-279.710562,-8.776004,-8.776004,0.000000,-72.441586,-72.441586,0.000000,-1.637405,-1.637405,0.000000
1.0,2026082404.000000,26.000000,1.000000,15.000000,5.000000,270.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,5.000142,270.000000,270.002723,-354.999858,-270.002723,1025.120801,842.110013,-279.703725,26.136935,26.136935,0.000000,-64.825660,-64.825660,0.000000,-1.638760,-1.638760,0.000000
1.0,2026082404.000000,26.000000,1.000000,16.000000,5.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,5.000000,5.000142,0.000000,-0.000023,-355.000201,0.000023,1027.060067,844.051186,-279.698374,37.695167,37.695168,0.000000,-0.033104,-0.033104,0.000000,-1.658823,-1.658823,0.000000
1.0,2026082404.000000,26.000000,1.000000,17.000000,-5.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-5.000000,-4.999820,0.000000,-0.000023,-365.000163,0.000023,1023.196279,844.047824,-279.722047,-37.464087,-37.464087,0.000000,0.011722,0.011722,0.000000,-1.558769,-1.558769,0.000000
1.0,2026082404.000000,26.000000,1.000000,18.000000,-5.000000,45.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-5.000000,-5.000163,45.000000,44.999977,-364.999820,-44.999977,1023.810877,842.719030,-279.717334,-45.500402,-45.500402,0.000000,-33.853721,-33.853721,0.000000,-1.541174,-1.541174,0.000000
1.0,2026082404.000000,26.000000,1.000000,19.000000,-5.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-5.000000,-4.999820,90.000000,89.999977,-365.000163,-89.999977,1025.147262,842.176504,-279.713534,-27.247239,-27.247239,0.000000,-63.485527,-63.485527,0.000000,-1.520782,-1.520782,0.000000
1.0,2026082404.000000,26.000000,1.000000,20.000000,-5.000000,180.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-5.000000,-5.000163,180.000000,179.999977,-365.000163,-179.999633,1027.016078,844.054621,-279.693711,36.343085,36.343085,0.000000,-53.269614,-53.269614,0.000000,-1.492947,-1.492947,0.000000
1.0,2026082404.000000,26.000000,1.000000,21.000000,-5.000000,225.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-5.000000,-4.999820,225.000000,224.999977,-364.999820,-224.999977,1026.496053,845.391957,-279.702517,44.478320,44.478320,0.000000,-19.410692,-19.410692,0.000000,-1.513691,-1.513691,0.000000
1.0,2026082404.000000,26.000000,1.000000,22.000000,-5.000000,270.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-5.000000,-5.000163,270.000000,269.997230,-365.000163,-269.997230,1025.098252,845.953676,-279.707994,26.168097,26.168097,0.000000,10.225217,10.225217,0.000000,-1.534814,-1.534814,0.000000
