schema_version,campaign_id,stage_mode,attempt_id,global_seq,abs_b_deg,abs_c_deg,acquisition_try,pass_id,contact_id,pre_raw_count,pre_mux_count,pre_gated_count,post_raw_count,post_mux_count,post_gated_count,ready_raw_count,ready_mux_count,ready_gated_count,probe_result,travel_mm,raw_delta,mux_delta,gated_delta,repeat_raw_delta,repeat_mux_delta,repeat_gated_delta,extra_raw_minus_gated_delta,burst_flag,consistency_fault,release_fault,terminal_failure
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,826.000000,826.000000,333.000000,827.000000,827.000000,334.000000,827.000000,827.000000,334.000000,1.000000,3.882667,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,2.000000,830.000000,830.000000,334.000000,831.000000,831.000000,335.000000,833.000000,833.000000,335.000000,1.000000,0.039396,1.000000,1.000000,1.000000,2.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3.000000,833.000000,833.000000,335.000000,834.000000,834.000000,336.000000,834.000000,834.000000,336.000000,1.000000,3.570167,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,4.000000,834.000000,834.000000,336.000000,835.000000,835.000000,337.000000,835.000000,835.000000,337.000000,1.000000,4.271833,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,835.000000,835.000000,337.000000,836.000000,836.000000,338.000000,836.000000,836.000000,338.000000,1.000000,5.002667,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,2.000000,836.000000,836.000000,338.000000,837.000000,837.000000,339.000000,837.000000,837.000000,339.000000,1.000000,3.046945,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3.000000,837.000000,837.000000,339.000000,838.000000,838.000000,340.000000,839.000000,839.000000,340.000000,1.000000,3.595167,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,1.000000,4.000000,839.000000,839.000000,340.000000,840.000000,840.000000,341.000000,840.000000,840.000000,341.000000,1.000000,4.256833,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,2.000000,1.000000,840.000000,840.000000,341.000000,841.000000,841.000000,342.000000,841.000000,841.000000,342.000000,1.000000,4.976000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,2026082701.000000,37.000000,3.000000,1.000000,0.000000,0.000000,1.000000,2.000000,2.000000,841.000000,841.000000,342.000000,842.000000,842.000000,343.000000,842.000000,842.000000,343.000000,1.000000,4.000229,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
