model,source,group,tool,sample_seq,abs_b_deg,abs_c_deg,trusted_holdout,residual_x_mm,residual_y_mm,residual_z_mm,residual_norm_mm
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,24,15.000000,225.000000,1,0.075660642,0.001817653,-0.008456719,0.076153481
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,25,15.000000,270.000000,1,0.039751542,0.031736830,-0.003910722,0.051016715
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,27,15.000000,0.000000,1,-0.073129139,0.022798183,-0.008291094,0.077047845
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,28,30.000000,0.000000,0,-0.114468190,0.052724679,0.031107626,0.129809640
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,29,30.000000,45.000000,0,-0.069230533,-0.016285630,0.005484774,0.071331418
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,30,30.000000,90.000000,0,0.016699904,-0.016569557,-0.008602364,0.025048706
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,32,30.000000,180.000000,0,0.115974211,0.015064254,0.008738682,0.117274523
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,33,30.000000,225.000000,0,0.195419043,0.028661329,0.011259050,0.197830332
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,34,30.000000,270.000000,0,0.110340741,0.060823744,-0.005414055,0.126110741
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,36,30.000000,0.000000,0,-0.063229190,0.105511679,0.043697626,0.130537838
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,37,0.000000,0.000000,0,0.045632468,0.062302317,0.009180874,0.077770105
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,1,0.000000,0.000000,1,0.014319726,-0.003598909,0.002568680,0.014986821
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,2,0.000000,45.000000,1,-0.004111817,0.002447067,0.004691001,0.006700796
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,3,0.000000,90.000000,1,0.001882508,0.009468309,0.005416563,0.011069412
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,4,0.000000,135.000000,1,-0.006369634,-0.001326921,0.002389735,0.006931363
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,5,0.000000,180.000000,1,-0.002970910,-0.000366530,0.000679963,0.003069691
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,6,0.000000,225.000000,1,-0.017105857,-0.003831051,-0.001001560,0.017558201
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,7,0.000000,270.000000,1,0.003736185,-0.005730212,0.001822495,0.007079258
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,8,0.000000,315.000000,1,0.013174817,-0.000516437,0.003075527,0.013538884
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,9,0.000000,0.000000,1,0.018071726,0.001078091,0.004069680,0.018555642
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,10,5.000000,0.000000,1,0.049275484,-0.018715555,0.006985728,0.053170910
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,11,5.000000,45.000000,1,-0.000241017,-0.010175977,-0.001203023,0.010249676
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,12,5.000000,90.000000,1,-0.007330416,0.000625371,-0.004698763,0.008729517
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,14,5.000000,180.000000,1,0.024619149,-0.004311525,-0.007975631,0.026235518
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,15,5.000000,225.000000,1,-0.035780161,0.010627577,-0.006907469,0.037958904
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,16,5.000000,270.000000,1,0.003619224,-0.001108521,-0.002481103,0.004525867
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,18,5.000000,0.000000,1,0.048159484,-0.013482555,0.008879728,0.050793353
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,19,15.000000,0.000000,1,-0.065205881,0.011115957,-0.000071287,0.066146629
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,20,15.000000,45.000000,1,0.070386363,-0.016958691,0.010857765,0.073210166
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,21,15.000000,90.000000,1,-0.018678686,-0.007914522,-0.008965560,0.022179139
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,23,15.000000,180.000000,1,0.006634377,-0.007338963,0.012832984,0.016203729
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,24,15.000000,225.000000,1,0.049366900,0.015233428,0.006707087,0.052097343
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,25,15.000000,270.000000,1,0.009633800,-0.000052396,0.004511084,0.010637797
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,27,15.000000,0.000000,1,-0.060826881,0.016684957,-0.001785287,0.063099006
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,28,30.000000,0.000000,1,-0.028130932,0.007439453,-0.012923568,0.031838866
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,29,30.000000,45.000000,1,-0.016229275,0.007380144,-0.004072419,0.018287714
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,30,30.000000,90.000000,1,-0.009329838,0.021991217,-0.013028558,0.027210344
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,32,30.000000,180.000000,1,0.015961469,0.000089028,0.003314488,0.016302216
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,33,30.000000,225.000000,1,-0.039479699,-0.006565896,-0.003606143,0.040184100
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,34,30.000000,270.000000,1,-0.002050001,-0.008979482,-0.002797249,0.009625913
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,36,30.000000,0.000000,1,-0.028471932,0.009773453,-0.013488568,0.032986554
additive_current_surface,positive_b_baseline,positive_b_baseline_t4,4,37,0.000000,0.000000,1,0.013471726,-0.002979909,0.006203680,0.015127885
additive_current_surface,high_b_t3,high_b_t3,3,1,0.000000,0.000000,1,-0.090579361,0.003548706,-0.062351792,0.110022543
additive_current_surface,high_b_t3,high_b_t3,3,2,45.000000,0.000000,1,-0.219831389,0.060740301,-0.028743642,0.229872618
additive_current_surface,high_b_t3,high_b_t3,3,3,45.000000,90.000000,1,-0.031952319,-0.105040733,0.012370312,0.110487695
additive_current_surface,high_b_t3,high_b_t3,3,4,45.000000,180.000000,1,0.167622943,-0.012940364,0.034570487,0.171639222
additive_current_surface,high_b_t3,high_b_t3,3,5,45.000000,270.000000,1,0.074373779,0.006228009,-0.054132492,0.092198556
additive_current_surface,high_b_t3,high_b_t3,3,6,45.000000,0.000000,1,-0.213450389,0.064965301,-0.028596642,0.224942941
additive_current_surface,high_b_t3,high_b_t3,3,7,90.000000,0.000000,1,-0.090478201,0.098271287,0.071596058,0.151557072
additive_current_surface,high_b_t3,high_b_t3,3,8,90.000000,90.000000,1,0.050099245,0.020141513,0.120669214,0.132199373
additive_current_surface,high_b_t3,high_b_t3,3,9,90.000000,180.000000,1,0.261344828,0.039440576,0.095589123,0.281058639
additive_current_surface,high_b_t3,high_b_t3,3,10,90.000000,270.000000,1,0.228873425,-0.289635588,-0.175601891,0.408788261
additive_current_surface,high_b_t3,high_b_t3,3,11,90.000000,0.000000,1,-0.063944201,0.104969287,0.071424058,0.142157687
additive_current_surface,high_b_t3,high_b_t3,3,12,0.000000,0.000000,1,-0.072078361,0.009311706,-0.056792792,0.092235672
additive_current_surface,high_b_t4,high_b_t4,4,1,0.000000,0.000000,1,-0.073351265,0.022780973,-0.026381528,0.081211858
additive_current_surface,high_b_t4,high_b_t4,4,2,45.000000,0.000000,1,0.045528707,-0.009078432,0.008863622,0.047263568
additive_current_surface,high_b_t4,high_b_t4,4,3,45.000000,90.000000,1,0.003905777,-0.011934465,0.015988575,0.020330300
additive_current_surface,high_b_t4,high_b_t4,4,4,45.000000,180.000000,1,-0.010961961,0.001503903,-0.007509249,0.013372178
additive_current_surface,high_b_t4,high_b_t4,4,5,45.000000,270.000000,1,0.007558875,0.004919276,0.001301772,0.009112106
additive_current_surface,high_b_t4,high_b_t4,4,6,45.000000,0.000000,1,0.037315707,-0.011407432,0.010955622,0.040529213
additive_current_surface,high_b_t4,high_b_t4,4,7,90.000000,0.000000,1,-0.013279105,0.002611554,-0.002183678,0.013708511
additive_current_surface,high_b_t4,high_b_t4,4,8,90.000000,90.000000,1,0.000247341,0.000558780,-0.002534522,0.002607147
additive_current_surface,high_b_t4,high_b_t4,4,9,90.000000,180.000000,1,0.003035924,0.000045843,0.001499386,0.003386310
