model,source,group,tool,sample_seq,abs_b_deg,abs_c_deg,trusted_holdout,residual_x_mm,residual_y_mm,residual_z_mm,residual_norm_mm
existing_rigid,high_b_t3,high_b_t3,3,10,90.000000,270.000000,1,0.125189238,-0.001502518,0.049078839,0.134474292
existing_rigid,high_b_t3,high_b_t3,3,11,90.000000,0.000000,1,-0.049337489,0.000534654,0.113965521,0.124187816
existing_rigid,high_b_t3,high_b_t3,3,12,0.000000,0.000000,1,-0.081150060,0.021922100,-0.130067371,0.154865850
existing_rigid,high_b_t4,high_b_t4,4,1,0.000000,0.000000,1,-0.123555436,0.052602639,-0.106868868,0.171621497
existing_rigid,high_b_t4,high_b_t4,4,2,45.000000,0.000000,1,0.139530005,-0.022828678,-0.038440954,0.146517841
existing_rigid,high_b_t4,high_b_t4,4,3,45.000000,90.000000,1,-0.129208654,0.155401473,0.052562580,0.208823655
existing_rigid,high_b_t4,high_b_t4,4,4,45.000000,180.000000,1,-0.053255392,0.038916460,-0.035586334,0.074946747
existing_rigid,high_b_t4,high_b_t4,4,5,45.000000,270.000000,1,-0.073189734,0.036382308,-0.039196868,0.090646588
existing_rigid,high_b_t4,high_b_t4,4,6,45.000000,0.000000,1,0.131317005,-0.025157678,-0.036348954,0.138557970
existing_rigid,high_b_t4,high_b_t4,4,7,90.000000,0.000000,1,-0.003765054,-0.078370837,0.069166406,0.104595197
existing_rigid,high_b_t4,high_b_t4,4,8,90.000000,90.000000,1,-0.080492221,-0.153505537,0.054673564,0.181747479
existing_rigid,high_b_t4,high_b_t4,4,9,90.000000,180.000000,1,0.192619482,-0.003440150,0.080039429,0.208615459
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,1,0.000000,0.000000,1,-0.065599296,0.007572720,-0.030168963,0.072600139
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,2,0.000000,45.000000,1,-0.108303979,-0.043124118,-0.026422387,0.119530682
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,3,0.000000,90.000000,1,-0.069707207,-0.089889521,-0.015529966,0.114805925
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,4,0.000000,135.000000,1,-0.019808350,-0.111378273,-0.005077655,0.113239891
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,5,0.000000,180.000000,1,0.053118016,-0.077781564,0.000936987,0.094193276
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,6,0.000000,225.000000,1,0.088901699,-0.024932725,0.001523411,0.092344322
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,7,0.000000,270.000000,1,0.089499927,0.014514677,-0.005037010,0.090809054
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,8,0.000000,315.000000,1,0.012976070,0.033350430,-0.018656321,0.040357005
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,9,0.000000,0.000000,1,-0.067253296,0.012664720,-0.028671963,0.074198939
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,10,5.000000,0.000000,1,-0.037802977,0.010472020,-0.018032543,0.043172918
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,11,5.000000,45.000000,1,-0.113218321,-0.015400980,-0.013799811,0.115091326
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,12,5.000000,90.000000,1,-0.084116825,-0.045407728,-0.003280263,0.095646548
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,14,5.000000,180.000000,1,0.064724039,-0.065410729,-0.000552491,0.092022116
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,15,5.000000,225.000000,1,0.069379383,-0.013873729,-0.004891222,0.070921811
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,16,5.000000,270.000000,1,0.095145887,0.019634019,-0.006502771,0.097367964
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,18,5.000000,0.000000,1,-0.038194977,0.015211020,-0.013270543,0.043201142
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,19,15.000000,0.000000,1,-0.052387949,0.026205798,-0.011988799,0.059791073
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,20,15.000000,45.000000,1,-0.037263416,0.018892853,0.028162724,0.050384929
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,21,15.000000,90.000000,1,-0.122666915,0.007509160,0.023228539,0.125072477
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,23,15.000000,180.000000,1,0.110106101,-0.066168000,0.008845687,0.128762587
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,24,15.000000,225.000000,1,0.118755568,0.003394945,-0.009471836,0.119181065
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,25,15.000000,270.000000,1,0.078621067,0.033627639,-0.015368651,0.086880871
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,27,15.000000,0.000000,1,-0.050901949,0.021750798,-0.016399799,0.057732652
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,28,30.000000,0.000000,0,-0.052136292,0.025964782,0.030700722,0.065839937
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,29,30.000000,45.000000,0,-0.104354327,0.053819484,0.040263843,0.124127110
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,30,30.000000,90.000000,0,-0.102115637,0.077867835,0.064574897,0.143739070
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,32,30.000000,180.000000,0,0.096646056,-0.013613760,0.030957240,0.102392116
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,33,30.000000,225.000000,0,0.176348091,0.011441538,0.004565119,0.176777822
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,34,30.000000,270.000000,0,0.095887400,0.033683187,-0.013513935,0.102525982
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,36,30.000000,0.000000,0,-0.000897292,0.078751782,0.043290722,0.089870657
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t3,3,37,0.000000,0.000000,0,-0.023380296,0.060651720,-0.020412963,0.068131920
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,1,0.000000,0.000000,1,-0.036357228,-0.029355739,-0.022821473,0.052004107
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,2,0.000000,45.000000,1,-0.037614041,-0.047579151,-0.019075423,0.063580371
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,3,0.000000,90.000000,1,0.002800977,-0.042655870,-0.007351277,0.043375224
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,4,0.000000,135.000000,1,0.019399408,-0.028659753,0.004766343,0.034934747
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,5,0.000000,180.000000,1,0.045191091,0.008281202,0.013281870,0.047824900
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,6,0.000000,225.000000,1,0.044526904,0.027420614,0.009702820,0.053185336
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,7,0.000000,270.000000,1,0.040356886,0.022685333,-0.000188327,0.046296199
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,8,0.000000,315.000000,1,-0.005700545,0.004773216,-0.013805947,0.015680688
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,9,0.000000,0.000000,1,-0.032605228,-0.024678739,-0.021320473,0.046116197
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,10,5.000000,0.000000,1,0.037037540,-0.038117169,-0.009632664,0.054013759
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,11,5.000000,45.000000,1,-0.016509290,-0.021121495,-0.006618241,0.027612956
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,12,5.000000,90.000000,1,-0.016236357,-0.000823101,0.007119336,0.017747725
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,14,5.000000,180.000000,1,0.059426734,0.011687842,0.011320323,0.061614057
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,15,5.000000,225.000000,1,0.011389564,0.035788167,0.001160900,0.037574763
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,16,5.000000,270.000000,1,0.037382631,0.013103774,-0.007508677,0.040318113
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,18,5.000000,0.000000,1,0.035921540,-0.032884169,-0.007738664,0.049311383
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,19,15.000000,0.000000,1,-0.025464170,-0.010530372,-0.010253220,0.029401381
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,20,15.000000,45.000000,1,0.067929486,0.024828822,0.027059316,0.077221060
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,21,15.000000,90.000000,1,-0.060856258,0.062464470,0.035478578,0.094148944
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,23,15.000000,180.000000,1,0.007494407,0.009132168,0.034307291,0.036284333
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,24,15.000000,225.000000,1,0.056841751,0.023738974,0.003303755,0.061688235
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,25,15.000000,270.000000,1,0.020383495,-0.014858674,-0.010426508,0.027294306
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,27,15.000000,0.000000,1,-0.021085170,-0.004961372,-0.011967220,0.024746999
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,28,30.000000,0.000000,1,0.049297216,-0.037221714,-0.021253739,0.065325286
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,29,30.000000,45.000000,1,-0.025561558,0.079514729,0.026018837,0.087481228
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,30,30.000000,90.000000,1,-0.108884244,0.140113956,0.057571533,0.186553426
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,32,30.000000,180.000000,1,-0.025691920,-0.000738794,0.020240337,0.032715315
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,33,30.000000,225.000000,1,-0.091571146,-0.015866237,-0.018828239,0.094823599
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,34,30.000000,270.000000,1,-0.042993460,-0.049856464,-0.021535936,0.069266883
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,36,30.000000,0.000000,1,0.048956216,-0.034887714,-0.021818739,0.063952491
rigid_plus_tool_vector,positive_b_baseline,positive_b_baseline_t4,4,37,0.000000,0.000000,1,-0.037205228,-0.028736739,-0.019186473,0.050775486
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,1,0.000000,0.000000,1,-0.146320048,0.034842959,-0.178507581,0.233427815
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,2,45.000000,0.000000,1,-0.124276375,0.040553529,-0.094565253,0.161343711
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,3,45.000000,90.000000,1,-0.170687499,0.018127442,0.022865054,0.173163613
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,4,45.000000,180.000000,1,0.157439649,-0.026869981,-0.015745895,0.160490411
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,5,45.000000,270.000000,1,0.032909772,0.024080106,-0.109308202,0.116666995
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,6,45.000000,0.000000,1,-0.117895375,0.044778529,-0.094418253,0.157541241
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,7,90.000000,0.000000,1,-0.062265154,0.012480994,0.131540940,0.146067599
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,8,90.000000,90.000000,1,-0.041730926,-0.168508121,0.155775093,0.233243085
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,9,90.000000,180.000000,1,0.469614694,-0.028420263,0.157458444,0.496123809
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,10,90.000000,270.000000,1,0.166761466,-0.010850147,0.066485291,0.179853847
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,11,90.000000,0.000000,1,-0.035731154,0.019178994,0.131368940,0.137485809
rigid_plus_tool_vector,high_b_t3,high_b_t3,3,12,0.000000,0.000000,1,-0.127819048,0.040605959,-0.172948581,0.218855580
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,1,0.000000,0.000000,1,-0.123555461,0.052602594,-0.106868806,0.171621463
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,2,45.000000,0.000000,1,0.139530200,-0.022828659,-0.038440929,0.146518017
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,3,45.000000,90.000000,1,-0.129208712,0.155401631,0.052562622,0.208823819
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,4,45.000000,180.000000,1,-0.053255589,0.038916365,-0.035586233,0.074946789
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,5,45.000000,270.000000,1,-0.073189677,0.036382075,-0.039196783,0.090646412
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,6,45.000000,0.000000,1,0.131317200,-0.025157659,-0.036348929,0.138558144
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,7,90.000000,0.000000,1,-0.003764728,-0.078370840,0.069166250,0.104595085
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,8,90.000000,90.000000,1,-0.080492317,-0.153505237,0.054673429,0.181747227
rigid_plus_tool_vector,high_b_t4,high_b_t4,4,9,90.000000,180.000000,1,0.192619084,-0.003440272,0.080039379,0.208615074
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,1,0.000000,0.000000,1,-0.072560184,0.026771241,-0.003919646,0.077440579
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,2,0.000000,45.000000,1,-0.060206552,-0.049034887,-0.010988328,0.078421887
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,3,0.000000,90.000000,1,0.010765002,-0.099775488,-0.015100591,0.101484290
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,4,0.000000,135.000000,1,0.010725914,-0.099420537,-0.007471382,0.100276168
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,5,0.000000,180.000000,1,0.022591775,-0.058038137,0.006737203,0.062643463
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,6,0.000000,225.000000,1,0.062625296,-0.018378566,0.014153246,0.066783334
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,7,0.000000,270.000000,1,0.088357010,0.021711874,0.011875696,0.091757282
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,8,0.000000,315.000000,1,0.002462946,0.057002480,0.005065125,0.057280052
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,9,0.000000,0.000000,1,-0.074214184,0.031863241,-0.002422646,0.080801488
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,10,5.000000,0.000000,1,-0.050103513,0.016572758,-0.001777192,0.052803189
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,11,5.000000,45.000000,1,-0.069745881,-0.028724370,-0.010084874,0.076100474
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,12,5.000000,90.000000,1,-0.011784327,-0.058180971,-0.015696136,0.061402479
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,14,5.000000,180.000000,1,0.015847445,-0.051354620,-0.006151343,0.054095078
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,15,5.000000,225.000000,1,0.024037966,-0.018692049,-0.001935299,0.030511668
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,16,5.000000,270.000000,1,0.078452681,0.010933391,0.001862150,0.079232757
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,18,5.000000,0.000000,1,-0.050495513,0.021311758,0.002984808,0.054889862
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,19,15.000000,0.000000,1,-0.060400368,0.018315734,-0.006634576,0.063464070
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,20,15.000000,45.000000,1,0.011629264,0.001143606,0.017579743,0.021109120
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,21,15.000000,90.000000,1,-0.050877182,-0.002125995,-0.005702520,0.051239889
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,23,15.000000,180.000000,1,0.043557591,-0.053804643,-0.010420726,0.070005678
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,24,15.000000,225.000000,1,0.054610111,-0.012681073,-0.016786683,0.058522360
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,25,15.000000,270.000000,1,0.049086826,0.006105367,-0.015057233,0.051706018
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,27,15.000000,0.000000,1,-0.058914368,0.013860734,-0.011045576,0.061522577
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,28,30.000000,0.000000,0,-0.042157574,0.020472474,0.027624853,0.054401432
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,29,30.000000,45.000000,0,-0.036573942,0.047793346,0.016481171,0.062397806
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,30,30.000000,90.000000,0,-0.017398388,0.087183745,0.019330908,0.090980181
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,32,30.000000,180.000000,0,0.026471384,0.012637097,-0.000623298,0.029339715
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,33,30.000000,225.000000,0,0.107679905,-0.000072333,-0.010294255,0.108170878
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,34,30.000000,270.000000,0,0.067790620,0.003495107,-0.017633805,0.070133693
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,36,30.000000,0.000000,0,0.009081426,0.073259474,0.040214853,0.084063412
additive_low_order,positive_b_baseline,positive_b_baseline_t3,3,37,0.000000,0.000000,0,-0.030341184,0.079850241,0.005836354,0.085619574
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,1,0.000000,0.000000,1,-0.061653926,0.013949015,-0.000775840,0.063216956
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,2,0.000000,45.000000,1,-0.021326294,-0.052857113,-0.007843522,0.057534390
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,3,0.000000,90.000000,1,0.058534260,-0.078034714,-0.011121784,0.098180295
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,4,0.000000,135.000000,1,0.048668172,-0.055668763,-0.001825575,0.073965768
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,5,0.000000,180.000000,1,0.039525033,-0.003871362,0.014884009,0.042411666
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,6,0.000000,225.000000,1,0.056584554,0.025552208,0.018133053,0.064680250
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,7,0.000000,270.000000,1,0.070477268,0.047585648,0.012522502,0.085954944
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,8,0.000000,315.000000,1,-0.008423796,0.059602255,0.005711932,0.060464992
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,9,0.000000,0.000000,1,-0.057901926,0.018626015,0.000725160,0.060828343
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,10,5.000000,0.000000,1,0.006491745,-0.009155468,0.004532614,0.012104129
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,11,5.000000,45.000000,1,-0.003920623,-0.034644596,-0.005556067,0.035305654
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,12,5.000000,90.000000,1,0.032581931,-0.039039197,-0.008315330,0.051524614
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,14,5.000000,180.000000,1,0.035339703,-0.004967845,0.003177464,0.035828346
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,15,5.000000,225.000000,1,0.003476224,0.023318725,0.002135507,0.023672927
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,16,5.000000,270.000000,1,0.050747939,0.021995165,-0.000759043,0.055314706
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,18,5.000000,0.000000,1,0.005375745,-0.003922468,0.006426614,0.009251257
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,19,15.000000,0.000000,1,-0.050991110,0.002178508,-0.002825769,0.051115792
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,20,15.000000,45.000000,1,0.087905522,0.005669380,0.016875549,0.089690060
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,21,15.000000,90.000000,1,-0.010482924,0.027793779,0.005855286,0.030276562
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,23,15.000000,180.000000,1,-0.034836151,-0.007441869,0.015755080,0.038950756
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,24,15.000000,225.000000,1,0.028316369,0.000734701,-0.001622876,0.028372351
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,25,15.000000,270.000000,1,0.018969084,-0.025683859,-0.006635427,0.032611587
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,27,15.000000,0.000000,1,-0.046612110,0.007747508,-0.004539769,0.047469171
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,28,30.000000,0.000000,1,0.044179684,-0.024812752,-0.016406341,0.053260540
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,29,30.000000,45.000000,1,0.016427316,0.071459120,0.006923977,0.073649195
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,30,30.000000,90.000000,1,-0.043428130,0.125744519,0.014904715,0.133864996
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,32,30.000000,180.000000,1,-0.073541358,-0.002338129,-0.006047492,0.073826623
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,33,30.000000,225.000000,1,-0.127218837,-0.035299559,-0.025159448,0.134401224
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,34,30.000000,270.000000,1,-0.044600122,-0.066308119,-0.015016999,0.081310810
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,36,30.000000,0.000000,1,0.043838684,-0.022478752,-0.016971341,0.052107110
additive_low_order,positive_b_baseline,positive_b_baseline_t4,4,37,0.000000,0.000000,1,-0.062501926,0.014568015,0.002859160,0.064240895
additive_low_order,high_b_t3,high_b_t3,3,1,0.000000,0.000000,1,-0.123407349,-0.023925386,-0.091652106,0.155569619
additive_low_order,high_b_t3,high_b_t3,3,2,45.000000,0.000000,1,-0.083560834,-0.021793387,-0.053450816,0.101559610
additive_low_order,high_b_t3,high_b_t3,3,3,45.000000,90.000000,1,-0.057384648,-0.024772117,0.015048240,0.064289230
additive_low_order,high_b_t3,high_b_t3,3,4,45.000000,180.000000,1,0.111211125,-0.054985765,-0.006467966,0.124230364
additive_low_order,high_b_t3,high_b_t3,3,5,45.000000,270.000000,1,0.030910360,-0.065113755,-0.065806473,0.097599915
additive_low_order,high_b_t3,high_b_t3,3,6,45.000000,0.000000,1,-0.077179834,-0.017568387,-0.053303816,0.095428884
additive_low_order,high_b_t3,high_b_t3,3,7,90.000000,0.000000,1,-0.116535162,0.105661932,0.088912159,0.180693829
additive_low_order,high_b_t3,high_b_t3,3,8,90.000000,90.000000,1,-0.011964976,-0.112476798,0.054690215,0.125639207
additive_low_order,high_b_t3,high_b_t3,3,9,90.000000,180.000000,1,0.396445797,0.053843554,0.078304009,0.407676239
additive_low_order,high_b_t3,high_b_t3,3,10,90.000000,270.000000,1,0.126373032,0.066932565,0.031079502,0.146342225
additive_low_order,high_b_t3,high_b_t3,3,11,90.000000,0.000000,1,-0.090001162,0.112359932,0.088740159,0.169114693
additive_low_order,high_b_t3,high_b_t3,3,12,0.000000,0.000000,1,-0.104906349,-0.018162386,-0.086093106,0.136920551
additive_low_order,high_b_t4,high_b_t4,4,1,0.000000,0.000000,1,-0.124110958,0.032694070,-0.034048822,0.132784616
additive_low_order,high_b_t4,high_b_t4,4,2,45.000000,0.000000,1,0.163867557,-0.054224931,0.005789468,0.172703322
additive_low_order,high_b_t4,high_b_t4,4,3,45.000000,90.000000,1,-0.039458257,0.105721340,0.040299524,0.119824903
additive_low_order,high_b_t4,high_b_t4,4,4,45.000000,180.000000,1,-0.085305484,-0.003154308,-0.026914683,0.089506287
additive_low_order,high_b_t4,high_b_t4,4,5,45.000000,270.000000,1,-0.053836249,-0.029035298,0.011260810,0.062194824
additive_low_order,high_b_t4,high_b_t4,4,6,45.000000,0.000000,1,0.155654557,-0.056553931,0.007881468,0.165797484
additive_low_order,high_b_t4,high_b_t4,4,7,90.000000,0.000000,1,-0.057267771,0.047389388,0.036765443,0.082927978
additive_low_order,high_b_t4,high_b_t4,4,8,90.000000,90.000000,1,-0.079748585,-0.094672341,-0.046880501,0.132364913
additive_low_order,high_b_t4,high_b_t4,4,9,90.000000,180.000000,1,0.120205188,0.051836011,0.005847292,0.131036064
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,1,0.000000,0.000000,1,0.003413468,0.009223317,-0.000575126,0.009851503
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,2,0.000000,45.000000,1,-0.042992075,0.006269293,0.001546194,0.043474283
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,3,0.000000,90.000000,1,-0.045886750,-0.012272465,0.001437757,0.047521304
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,4,0.000000,135.000000,1,-0.044311892,-0.045078695,-0.003256072,0.063294822
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,5,0.000000,180.000000,1,-0.019904168,-0.054533304,-0.007466843,0.058530428
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,6,0.000000,225.000000,1,-0.011065115,-0.047761825,-0.004981367,0.049279233
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,7,0.000000,270.000000,1,0.021615927,-0.031603986,0.001175688,0.038307212
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,8,0.000000,315.000000,1,0.024061559,-0.003116212,0.002428720,0.024383767
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,9,0.000000,0.000000,1,0.001759468,0.014315317,0.000921874,0.014452469
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,10,5.000000,0.000000,1,-0.007319774,0.007012671,0.000675922,0.010159406
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,11,5.000000,45.000000,1,-0.066066275,-0.004255751,-0.005731829,0.066450869
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,12,5.000000,90.000000,1,-0.051696674,-0.018516404,-0.012079570,0.056225611
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,14,5.000000,180.000000,1,0.005126891,-0.050698299,-0.017304438,0.053814924
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,15,5.000000,225.000000,1,-0.015218419,-0.031383197,-0.010978276,0.036565392
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,16,5.000000,270.000000,1,0.031323966,-0.012170296,0.000140091,0.033605454
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,18,5.000000,0.000000,1,-0.007711774,0.011751671,0.005437922,0.015071305
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,19,15.000000,0.000000,1,-0.074615139,0.027253183,-0.003880094,0.079531190
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,20,15.000000,45.000000,1,-0.005889895,-0.021484465,0.011561958,0.025098845
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,21,15.000000,90.000000,1,-0.059072944,-0.037834296,-0.020523367,0.073090733
additive_current_surface,positive_b_baseline,positive_b_baseline_t3,3,23,15.000000,180.000000,1,0.085028119,-0.053701737,-0.013342822,0.101447960
