schema_version,campaign_id,reached_b_deg,reached_c_deg,return_b_deg,return_c_deg,tool_length_mm,probe_offset_mm,world_open_x,world_open_y,world_open_z,twp_bminus5_world_x,twp_bminus5_world_y,twp_bminus5_world_z,world_close_x,world_close_y,world_close_z,world_return_closure_mm,full_cycle_center_error_mm,world_open_pair_mm,twp_bminus5_pair_mm,world_close_pair_mm,world_open_v_diameter_mm,twp_bminus5_v_diameter_mm,world_close_v_diameter_mm,world_open_max_residual_mm,twp_bminus5_max_residual_mm,world_close_max_residual_mm,gated_edge_count
1,2026090102.000000,-5.000000,0.000000,0.000000,0.000000,229.407000,0.154742,878.218347,618.916434,-981.295241,878.409791,618.903481,-981.295891,878.226847,618.915597,-981.293408,0.008735,0.187620,0.001675,0.004967,0.008813,30.174667,30.154666,30.171333,0.088991,0.079189,0.087335,24.000000
