schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082701.000000,37.000000,3.000000,100.000000,1.000000,9.000000,0.000000,0.000000,-0.004080,-0.016857,-0.000168,0.017345,0.050,1.000000
1.0,2026082701.000000,37.000000,3.000000,3709.000000,9.000000,9.000000,0.000000,0.000000,-0.020231,-0.003656,-0.005168,0.021198,0.050,1.000000
1.0,2026082701.000000,37.000000,3.000000,3717.000000,17.000000,17.000000,-5.000000,0.000000,-0.018390,0.010741,-0.003450,0.021574,0.050,1.000000
1.0,2026082701.000000,37.000000,3.000000,3720.000000,20.000000,20.000000,-5.000000,180.000000,-0.030532,-0.005931,-0.010486,0.032823,0.050,1.000000
