campaign_id,attempt_id,cycle_kind,live_tool_number,expected_tool_length_mm,probe_calibration_offset_before_mm,probe_calibration_offset_after_mm,x_probed_diameter_mm,y_probed_diameter_mm,averaged_diameter_mm,x_center_mm,y_center_mm,wcs_index,wcs_x_before_mm,wcs_y_before_mm,wcs_z_before_mm,wcs_x_after_mm,wcs_y_after_mm,wcs_z_after_mm,motion_tooloffset_z_mm,halui_tool_length_offset_z_mm,kins_active_tool_offset_z_mm
2026082201.000000,4.000000,1,3.000000,128.606729,0.118700,0.117658,50.334233,50.138400,50.236316,592.281968,-1026.688116,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,128.606729,128.606729,128.606729
2026082201.000000,1.000000,2,3.000000,128.606729,0.117658,0.117658,50.097250,49.903084,50.000167,592.283568,-1026.688883,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,128.606729,128.606729,128.606729
2026082201.000000,2.000000,2,3.000000,128.606729,0.117658,0.117658,50.097251,49.905584,50.001417,592.282669,-1026.689233,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,128.606729,128.606729,128.606729
2026082201.000000,5.000000,1,4.000000,229.407000,0.117658,0.154742,50.398400,50.222567,50.310483,592.193852,-1026.756250,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,229.407000,229.407000,229.407000
2026082201.000000,6.000000,2,4.000000,229.407000,0.154742,0.154742,50.096416,49.912250,50.004333,592.188702,-1026.754099,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,229.407000,229.407000,229.407000
2026082201.000000,7.000000,2,4.000000,229.407000,0.154742,0.154742,50.083083,49.911417,49.997250,592.193552,-1026.758200,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,229.407000,229.407000,229.407000
2026082201.000000,8.000000,2,4.000000,229.407000,0.154742,0.154742,50.081416,49.909750,49.995583,592.190903,-1026.754799,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,229.407000,229.407000,229.407000
2026082201.000000,9.000000,2,3.000000,128.606729,0.117658,0.117658,50.096417,49.902250,49.999334,592.249169,-1026.711400,1.000000,722.998284,1471.468316,-809.684600,722.998284,1471.468316,-809.684600,128.606729,128.606729,128.606729
