schema_version,campaign_id,stage_mode,attempt_id,sample_seq,block_id,anchor_seq,is_closure,contact_count,u_method_code,abs_b_deg,abs_c_deg,live_tool_number,expected_tool_length_mm,probe_calibration_offset_mm,probe_diameter_mm,effective_contact_radius_mm,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,u_center_correction_mm,v_center_correction_mm,center_correction_norm_mm,v_corrected_diameter_mm,pass_center_delta_mm,w_contact_radial_residual_mm,u_contact_radial_residual_mm,v_minus_contact_radial_residual_mm,v_plus_contact_radial_residual_mm,w_travel_mm,u_travel_mm,v_minus_travel_mm,v_plus_travel_mm
1.0,2026082701.000000,40.000000,6.000000,10.000000,5.000000,1.000000,0.000000,4.0,1.000000,5.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.928358,696.559087,-302.574515,-0.000851,0.000015,0.000852,30.156333,0.002399,0.000000,0.000000,0.078167,0.078167,4.998508,3.999149,3.921849,3.921818
1.0,2026082701.000000,40.000000,6.000000,11.000000,5.000000,2.000000,0.000000,4.0,1.000000,5.000000,45.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.978972,696.543972,-302.567916,0.000154,0.002824,0.002828,30.140571,0.003232,0.000000,0.000000,0.070285,0.070285,5.000188,4.000154,3.932539,3.926891
1.0,2026082701.000000,40.000000,6.000000,12.000000,5.000000,3.000000,0.000000,4.0,1.000000,5.000000,90.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.102118,696.503887,-302.558113,-0.000850,-0.008844,0.008884,30.069051,0.008872,0.000002,0.000002,0.034526,0.034526,4.999355,3.999150,3.956631,3.974318
1.0,2026082701.000000,40.000000,6.000000,13.000000,5.000000,4.000000,0.000000,4.0,1.000000,5.000000,180.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.163415,696.600603,-302.556483,-0.001893,0.000739,0.002032,30.134015,0.000905,0.000000,0.000000,0.067008,0.067008,5.000179,3.998107,3.933732,3.932253
1.0,2026082701.000000,40.000000,6.000000,14.000000,5.000000,5.000000,0.000000,4.0,1.000000,5.000000,225.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.049808,696.654751,-302.559682,-0.010325,-0.009062,0.013738,30.116438,0.012865,0.000005,0.000002,0.058222,0.058223,4.999303,3.989675,3.932719,3.950843
1.0,2026082701.000000,40.000000,6.000000,15.000000,5.000000,6.000000,0.000000,4.0,1.000000,5.000000,270.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.984069,696.639447,-302.559717,0.000422,0.003982,0.004004,30.186877,0.006157,0.000000,0.000000,0.093439,0.093439,4.995161,4.000422,3.910543,3.902580
1.0,2026082701.000000,40.000000,6.000000,16.000000,5.000000,7.000000,1.000000,4.0,1.000000,5.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.925689,696.545336,-302.570862,-0.023351,-0.007069,0.024398,30.155502,0.023082,0.000017,0.000001,0.077768,0.077765,4.998512,3.976649,3.915180,3.929318
1.0,2026082701.000000,40.000000,6.000000,17.000000,-5.000000,1.000000,0.000000,4.0,2.000000,-5.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.146759,696.529447,-302.580307,-0.011523,-0.002931,0.011890,30.133835,0.013240,0.000004,0.000000,0.066922,0.066920,4.998505,4.011523,3.930152,3.936013
1.0,2026082701.000000,40.000000,6.000000,18.000000,-5.000000,2.000000,0.000000,4.0,2.000000,-5.000000,45.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.183139,696.623938,-302.577641,0.002790,0.009257,0.009669,30.135581,0.010610,0.000003,0.000002,0.067791,0.067790,5.001038,3.997210,3.941467,3.922952
1.0,2026082701.000000,40.000000,6.000000,19.000000,-5.000000,3.000000,0.000000,4.0,2.000000,-5.000000,90.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.125074,696.675053,-302.569322,-0.001206,-0.006474,0.006586,30.047167,0.006451,0.000001,0.000001,0.023584,0.023584,4.998524,4.001206,3.969942,3.982891
1.0,2026082701.000000,40.000000,6.000000,20.000000,-5.000000,4.000000,0.000000,4.0,2.000000,-5.000000,180.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.938316,696.616572,-302.561712,0.002179,-0.001266,0.002520,30.114667,0.002094,0.000000,0.000000,0.057333,0.057333,4.998547,3.997821,3.941400,3.943933
1.0,2026082701.000000,40.000000,6.000000,21.000000,-5.000000,5.000000,0.000000,4.0,2.000000,-5.000000,225.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.955306,696.539800,-302.565906,-0.021057,-0.000638,0.021067,30.123700,0.020593,0.000012,0.000000,0.061865,0.061861,5.002635,4.021057,3.937512,3.938788
1.0,2026082701.000000,40.000000,6.000000,22.000000,-5.000000,6.000000,0.000000,4.0,2.000000,-5.000000,270.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2500.959512,696.472393,-302.563537,0.005741,-0.000326,0.005751,30.154486,0.004097,0.000000,0.000000,0.077244,0.077244,5.000950,3.994259,3.922431,3.923083
1.0,2026082701.000000,40.000000,6.000000,23.000000,-5.000000,7.000000,1.000000,4.0,2.000000,-5.000000,0.000000,4.000000,229.407000,0.154742,6.000000,17.845258,2501.156895,696.528585,-302.580083,-0.003140,0.000403,0.003166,30.133835,0.002130,0.000000,0.000000,0.066918,0.066917,4.999343,4.003140,3.933485,3.932680
