schema_version,campaign_id,stage_mode,attempt_id,closure_id,open_seq,close_seq,open_b_deg,open_c_deg,close_b_deg,close_c_deg,dx_mm,dy_mm,dz_mm,norm_mm,limit_mm,passed
1.0,2026082402.000000,21.000000,1.000000,45.000000,2.000000,6.000000,45.000000,0.000000,45.000000,0.000000,-0.008213,-0.002330,0.002091,0.008790,0.250,1.000000
