schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082601.000000,30.000000,1.000000,100.000000,1.000000,5.000000,0.000000,0.000000,0.002696,0.005929,-0.000492,0.006532,0.050,1.000000
1.0,2026082601.000000,30.000000,1.000000,45.000000,6.000000,10.000000,45.000000,0.000000,-0.003320,0.004659,0.000576,0.005750,0.050,1.000000
