schema_version,campaign_id,phase_id,pass_id,twp_mode,b_deg,c_deg,center_x,center_y,center_z,v_diameter_mm,max_radial_residual_mm,cumulative_gated_edges
1,2026090101.000000,1.000000,1.000000,0.000000,-0.000354,-0.000367,0.121993,0.064530,-21.452924,30.172167,0.086497,4.000000
1,2026090101.000000,1.000000,2.000000,0.000000,-0.000354,-0.000367,0.124495,0.068279,-21.448924,30.176333,0.088598,8.000000
1,2026090101.000000,2.000000,1.000000,1.000000,5.000000,0.000000,17.617232,0.047001,-20.716718,30.183000,0.091539,12.000000
1,2026090101.000000,2.000000,2.000000,1.000000,5.000000,0.000000,17.614698,0.039516,-20.716888,30.179665,0.089880,16.000000
1,2026090101.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.117429,0.063494,-21.452762,30.182167,0.091085,20.000000
1,2026090101.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.125761,0.060157,-21.450428,30.190500,0.095250,24.000000
