schema_version,campaign_id,phase_id,pass_id,twp_mode,b_deg,c_deg,center_x,center_y,center_z,v_diameter_mm,max_radial_residual_mm,cumulative_gated_edges
1,2026090102.000000,1.000000,1.000000,0.000000,-0.000010,0.000320,0.211016,0.028661,-21.463758,30.175500,0.088991,4.000000
1,2026090102.000000,1.000000,2.000000,0.000000,-0.000010,0.000320,0.209349,0.028662,-21.463925,30.173834,0.088139,8.000000
1,2026090102.000000,2.000000,1.000000,1.000000,-5.000000,0.000000,-17.121866,0.028488,-20.671718,30.152999,0.077496,12.000000
1,2026090102.000000,2.000000,2.000000,1.000000,-5.000000,0.000000,-17.118255,0.030973,-20.669381,30.156333,0.079189,16.000000
1,2026090102.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.218073,0.031988,-21.463175,30.174667,0.087335,20.000000
1,2026090102.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.219736,0.023654,-21.460841,30.168000,0.084003,24.000000
