schema_version,campaign_id,reached_b_deg,reached_c_deg,return_b_deg,return_c_deg,tool_length_mm,probe_offset_mm,world_open_x,world_open_y,world_open_z,twp_bplus5_world_x,twp_bplus5_world_y,twp_bplus5_world_z,world_close_x,world_close_y,world_close_z,world_return_closure_mm,full_cycle_center_error_mm,world_open_pair_mm,twp_bplus5_pair_mm,world_close_pair_mm,world_open_v_diameter_mm,twp_bplus5_v_diameter_mm,world_close_v_diameter_mm,world_open_max_residual_mm,twp_bplus5_max_residual_mm,world_close_max_residual_mm,gated_edge_count
1,2026090101.000000,5.000000,0.000000,0.000000,0.000000,229.407000,0.154742,878.133540,618.954184,-981.282328,878.099573,618.949634,-981.260373,878.129537,618.949602,-981.282995,0.006120,0.039035,0.006026,0.007905,0.009274,30.174250,30.181332,30.186333,0.088598,0.091539,0.095250,24.000000
