schema_version,campaign_id,stage_mode,attempt_id,block_id,open_sample_seq,close_sample_seq,abs_b_deg,abs_c_deg,closure_dx_mm,closure_dy_mm,closure_dz_mm,closure_norm_mm,limit_mm,pass
1.0,2026082701.000000,38.000000,4.000000,100.000000,1.000000,9.000000,0.000000,0.000000,0.003457,0.003016,-0.000169,0.004591,0.050,1.000000
1.0,2026082701.000000,38.000000,4.000000,3709.000000,9.000000,9.000000,0.000000,0.000000,-0.064312,0.007049,-0.008337,0.065232,0.050,0.000000
