schema_version,campaign_id,b_deg,c_deg,tool_length_mm,probe_offset_mm,world_open_x,world_open_y,world_open_z,twp_world_x,twp_world_y,twp_world_z,world_close_x,world_close_y,world_close_z,world_closure_mm,twp_center_error_mm,world_open_pair_mm,twp_pair_mm,world_close_pair_mm,world_open_v_diameter_mm,twp_v_diameter_mm,world_close_v_diameter_mm,world_open_max_residual_mm,twp_max_residual_mm,world_close_max_residual_mm,gated_edge_count
1,2026083101.000000,-0.000354,-0.000367,229.407000,0.154742,878.054775,618.920676,-981.302329,878.052277,618.925261,-981.299745,878.053111,618.928594,-981.298829,0.008815,0.001965,0.005467,0.005058,0.010796,30.173000,30.177167,30.184667,0.086970,0.090712,0.097388,24.000000
