schema_version,campaign_id,stage_mode,attempt_id,closure_id,open_seq,close_seq,open_b_deg,open_c_deg,close_b_deg,close_c_deg,dx_mm,dy_mm,dz_mm,norm_mm,limit_mm,passed
1.0,2026082401.000000,20.000000,1.000000,45.000000,2.000000,6.000000,45.000000,0.000000,45.000000,0.000000,0.006381,0.004225,0.000146,0.007655,0.250,1.000000
1.0,2026082401.000000,20.000000,1.000000,90.000000,7.000000,11.000000,90.000000,0.000000,90.000000,0.000000,0.026534,0.006699,-0.000172,0.027367,0.250,1.000000
1.0,2026082401.000000,20.000000,1.000000,190.000000,1.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.018502,0.005763,0.005559,0.020160,0.250,1.000000
