schema_version,campaign_id,stage_mode,attempt_id,sample_seq,abs_b_deg,abs_c_deg,persistent_correction_enabled,tcpc_enabled,twp_active,twp_motion_enabled,twp_valid,b_ssi_invalid,c_ssi_invalid,motion_tooloffset_z_mm,halui_tool_length_offset_z_mm,kins_active_tool_offset_z_mm,joint_b_cmd_deg,joint_b_fb_deg,joint_c_cmd_deg,joint_c_fb_deg,b_ssi_zeroed_deg,c_ssi_zeroed_deg,accepted_endpoint_abs_x_mm,accepted_endpoint_abs_y_mm,accepted_endpoint_abs_z_mm,joint_0_motor_pos_cmd_mm,joint_0_motor_pos_fb_mm,joint_0_motor_following_error_fb_minus_cmd_mm,joint_1_motor_pos_cmd_mm,joint_1_motor_pos_fb_mm,joint_1_motor_following_error_fb_minus_cmd_mm,joint_2_motor_pos_cmd_mm,joint_2_motor_pos_fb_mm,joint_2_motor_following_error_fb_minus_cmd_mm
1.0,2026082404.000000,27.000000,3.000000,1.000000,0.000065,0.000062,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000065,-0.000010,0.000062,0.000320,-359.999667,0.000023,1025.063531,844.091501,-279.627022,0.312931,0.312931,0.000000,-0.667299,-0.667299,0.000000,1.737579,1.737579,0.000000
1.0,2026082404.000000,27.000000,3.000000,2.000000,0.000000,45.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,45.000000,44.999977,-360.000010,-44.999977,1025.114261,844.069737,-279.625688,-18.716184,-18.716184,0.000000,-8.042538,-8.042538,0.000000,1.743898,1.743898,0.000000
1.0,2026082404.000000,27.000000,3.000000,3.000000,0.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,90.000000,89.999977,-360.000010,-89.999977,1025.169093,844.052794,-279.622689,-26.947275,-26.947275,0.000000,-26.707932,-26.707932,0.000000,1.758944,1.758944,0.000000
1.0,2026082404.000000,27.000000,3.000000,4.000000,0.000000,135.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,135.000000,134.999977,-360.000010,-134.999977,1025.195463,844.070586,-279.619689,-19.559558,-19.559558,0.000000,-45.709557,-45.709557,0.000000,1.773995,1.773995,0.000000
1.0,2026082404.000000,27.000000,3.000000,5.000000,0.000000,180.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,180.000000,179.999633,-360.000010,-179.999633,1025.260877,844.108730,-279.620023,-0.797703,-0.797703,0.000000,-53.920480,-53.920480,0.000000,1.778657,1.778657,0.000000
1.0,2026082404.000000,27.000000,3.000000,6.000000,0.000000,225.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,225.000000,224.999977,-360.000010,-224.999977,1025.221761,844.160417,-279.616190,18.242594,18.242594,0.000000,-46.515318,-46.515318,0.000000,1.777505,1.777505,0.000000
1.0,2026082404.000000,27.000000,3.000000,7.000000,0.000000,270.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,270.000000,269.998260,-360.000010,-269.998604,1025.174706,844.153678,-279.615691,26.481461,26.481461,0.000000,-27.873606,-27.873606,0.000000,1.765957,1.765957,0.000000
1.0,2026082404.000000,27.000000,3.000000,8.000000,0.000000,315.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,315.000000,314.999977,-360.000010,-314.999977,1025.096600,844.177414,-279.620187,19.042007,19.042007,0.000000,-8.830453,-8.830453,0.000000,1.749410,1.749410,0.000000
1.0,2026082404.000000,27.000000,3.000000,9.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,0.000000,-0.000010,0.000000,-0.000023,-360.000010,0.000023,1025.051755,844.122288,-279.626354,0.300722,0.300722,0.000000,-0.636512,-0.636512,0.000000,1.738247,1.738247,0.000000
1.0,2026082404.000000,27.000000,3.000000,45.000000,-15.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-15.000000,-15.000125,0.000000,-0.000023,-375.000125,0.000023,1019.322510,844.114244,-280.387234,-111.301244,-111.301245,0.000000,-0.593562,-0.593562,0.000000,-12.756850,-12.756850,0.000000
