schema_version,campaign_id,stage_mode,attempt_id,sample_seq,abs_b_deg,abs_c_deg,persistent_correction_enabled,tcpc_enabled,twp_active,twp_motion_enabled,twp_valid,b_ssi_invalid,c_ssi_invalid,motion_tooloffset_z_mm,halui_tool_length_offset_z_mm,kins_active_tool_offset_z_mm,joint_b_cmd_deg,joint_b_fb_deg,joint_c_cmd_deg,joint_c_fb_deg,b_ssi_zeroed_deg,c_ssi_zeroed_deg,accepted_endpoint_abs_x_mm,accepted_endpoint_abs_y_mm,accepted_endpoint_abs_z_mm,joint_0_motor_pos_cmd_mm,joint_0_motor_pos_fb_mm,joint_0_motor_following_error_fb_minus_cmd_mm,joint_1_motor_pos_cmd_mm,joint_1_motor_pos_fb_mm,joint_1_motor_following_error_fb_minus_cmd_mm,joint_2_motor_pos_cmd_mm,joint_2_motor_pos_fb_mm,joint_2_motor_following_error_fb_minus_cmd_mm
1.0,2026082701.000000,41.000000,7.000000,24.000000,10.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,9.999952,0.000000,-0.000023,9.999952,-359.999977,2505.054614,696.561172,-280.045548,1578.541978,1578.541978,0.000000,212.442338,212.442338,0.000000,423.492807,423.492807,0.000000
1.0,2026082701.000000,41.000000,7.000000,25.000000,10.000000,45.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,10.000295,45.000000,44.999633,9.999952,-404.999633,2503.835958,699.336345,-280.051160,1537.469127,1537.469127,0.000000,258.029823,258.029823,0.000000,423.475296,423.475296,0.000000
1.0,2026082701.000000,41.000000,7.000000,26.000000,10.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,10.000295,90.000000,89.999977,10.000295,-449.999977,2501.083243,700.494112,-280.034765,1476.218612,1476.218612,0.000000,261.321151,261.321151,0.000000,423.492567,423.492567,0.000000
1.0,2026082701.000000,41.000000,7.000000,27.000000,10.000000,180.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,9.999952,180.000000,179.999633,9.999952,-539.999633,2497.248576,696.584196,-280.013433,1427.382547,1427.382546,0.000000,159.196955,159.196955,0.000000,423.543999,423.543999,0.000000
1.0,2026082701.000000,41.000000,7.000000,28.000000,10.000000,225.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,9.999952,225.000000,224.999977,9.999952,-584.999977,2498.324221,693.833975,-280.036424,1468.304165,1468.304164,0.000000,113.641492,113.641492,0.000000,423.533647,423.533647,0.000000
1.0,2026082701.000000,41.000000,7.000000,29.000000,10.000000,270.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,9.999952,270.000000,269.996544,10.000295,-629.996544,2500.998370,692.681782,-280.032703,1529.467878,1529.467877,0.000000,110.362819,110.362819,0.000000,423.537234,423.537234,0.000000
1.0,2026082701.000000,41.000000,7.000000,30.000000,10.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,10.000000,9.999952,0.000000,-0.000023,9.999952,-360.000320,2505.067978,696.557282,-280.045328,1578.555341,1578.555341,0.000000,212.438448,212.438448,0.000000,423.493027,423.493027,0.000000
1.0,2026082701.000000,41.000000,7.000000,31.000000,-10.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-10.000000,-9.999972,0.000000,-0.000023,-9.999972,-359.999977,2497.249829,696.534309,-280.044295,1428.689442,1428.689442,0.000000,212.511251,212.511251,0.000000,423.743934,423.743934,0.000000
1.0,2026082701.000000,41.000000,7.000000,32.000000,-10.000000,45.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-10.000000,-9.999972,45.000000,45.000663,-9.999972,-405.000663,2498.364811,693.822176,-280.047081,1431.505276,1431.505277,0.000000,152.259305,152.259305,0.000000,423.761273,423.761273,0.000000
1.0,2026082701.000000,41.000000,7.000000,33.000000,-10.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.407000,229.407000,229.407000,-10.000000,-10.000315,90.000000,89.999977,-9.999972,-449.999977,2501.123703,692.664811,-280.052964,1476.193528,1476.193528,0.000000,111.635058,111.635058,0.000000,423.773830,423.773830,0.000000
