campaign_id,attempt_id,sample_seq,abs_b_deg,abs_c_deg,pose_multiplicity,fit_weight,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,current_residual_x_mm,current_residual_y_mm,current_residual_z_mm,current_residual_norm_mm,candidate_delta_x_mm,candidate_delta_y_mm,candidate_delta_z_mm,candidate_delta_norm_mm,candidate_center_x_mm,candidate_center_y_mm,candidate_center_z_mm,candidate_residual_x_mm,candidate_residual_y_mm,candidate_residual_z_mm,candidate_residual_norm_mm
2026082404,1,1,0.000000,0.000000,5,0.200000000,1024.996367000,844.034833000,-302.503949000,-0.095765841,-0.026234416,-0.058615224,0.115304316,0.000000000,0.000000000,0.000000000,0.000000000,1024.996367000,844.034833000,-302.503949000,-0.125663012,-0.028775155,-0.035105147,0.133609781
2026082404,1,2,0.000000,45.000000,2,0.500000000,1025.067910000,844.038028000,-302.497611000,-0.024222841,-0.023039416,-0.052277224,0.062052146,-0.010449681,-0.026801901,-0.001820947,0.028824531,1025.057460319,844.011226099,-302.499431947,-0.064569693,-0.052382057,-0.030588094,0.088593209
2026082404,1,3,0.000000,90.000000,2,0.500000000,1025.110792000,844.092228000,-302.485445000,0.018659159,0.031160584,-0.040111224,0.054111519,-0.003995083,-0.072948971,-0.010059384,0.073747572,1025.106796917,844.019279029,-302.495504384,-0.015233095,-0.044329127,-0.026660532,0.053924972
2026082404,1,4,0.000000,135.000000,2,0.500000000,1025.116993000,844.181488000,-302.468269000,0.024860159,0.120420584,-0.022935224,0.125080650,0.015582779,-0.111408883,-0.019889348,0.114238121,1025.132575779,844.070079117,-302.488158348,0.010545767,0.006470962,-0.019314495,0.022937661
2026082404,1,5,0.000000,180.000000,2,0.500000000,1025.158522000,844.241469000,-302.461936000,0.066389159,0.180401584,-0.016602224,0.192945292,0.036815458,-0.119652341,-0.025552578,0.127769303,1025.195337458,844.121816659,-302.487488578,0.073307446,0.058208504,-0.018644725,0.095445468
2026082404,1,6,0.000000,225.000000,2,0.500000000,1025.104677000,844.266559000,-302.464769000,0.012544159,0.205491584,-0.019435224,0.206789446,0.047265139,-0.092850439,-0.023731631,0.106856857,1025.151942139,844.173708561,-302.488500631,0.029912127,0.110100405,-0.019656779,0.115772292
2026082404,1,7,0.000000,270.000000,2,0.500000000,1025.060522000,844.183104000,-302.478433000,-0.031610841,0.122036584,-0.033099224,0.130336993,0.040810541,-0.046703369,-0.015493194,0.063927646,1025.101332541,844.136400631,-302.493926194,-0.020697471,0.072792475,-0.025082341,0.079726116
2026082404,1,8,0.000000,315.000000,2,0.500000000,1025.009759000,844.129539000,-302.493766000,-0.082373841,0.068471584,-0.048432224,0.117556317,0.021232679,-0.008243458,-0.005663230,0.023470267,1025.030991679,844.121295542,-302.499429230,-0.091038333,0.057687387,-0.030585378,0.112032486
2026082404,1,9,0.000000,0.000000,5,0.200000000,1025.006139000,844.037862000,-302.506600000,-0.085993841,-0.023205416,-0.061266224,0.108106346,0.000000000,0.000000000,0.000000000,0.000000000,1025.006139000,844.037862000,-302.506600000,-0.115891012,-0.025746155,-0.037756147,0.124575751
2026082404,1,10,5.000000,0.000000,2,0.500000000,1025.058167000,844.020837000,-302.489757000,-0.033965841,-0.040230416,-0.044423224,0.068888225,-0.001156432,0.006269753,0.005380449,0.008342444,1025.057010568,844.027106753,-302.484376551,-0.065019444,-0.036501403,-0.015532698,0.076165249
