abs_b_deg,abs_c_deg,pass_num,accepted,b_ssi_abs_position_deg,b_ssi_zeroed_position_deg,c_ssi_abs_position_deg,c_ssi_zeroed_position_deg,b_ssi_rawcounts,c_ssi_rawcounts,b_following_error_udeg,c_following_error_udeg,b_axis_fb_udeg,c_axis_fb_udeg
60.000000,0.000000,2.000000,1.000000,-122.894783,60.020760,180.858994,-0.011306,-357956.000000,-526790.000000,114.440918,0.000000,60000114.440918,0.000000
-60.000000,0.000000,1.000000,0.000000,-242.894669,-59.979469,180.858994,-0.011306,-707482.000000,-526790.000000,228.881836,0.000000,-59999771.118164,0.000000
-60.000000,0.000000,2.000000,1.000000,-242.894669,-59.979469,180.858994,-0.011306,-707482.000000,-526790.000000,-114.440918,0.000000,-60000114.440918,0.000000
90.000000,0.000000,1.000000,0.000000,-92.894554,90.020646,180.858994,-0.011306,-270575.000000,-526790.000000,0.000000,0.000000,90000000.000000,0.000000
90.000000,0.000000,2.000000,1.000000,-92.894554,90.020646,180.858994,-0.011306,-270575.000000,-526790.000000,0.000000,0.000000,90000000.000000,0.000000
-90.000000,0.000000,1.000000,0.000000,-272.894554,-89.979354,180.858994,-0.011306,-794863.000000,-526790.000000,0.000000,0.000000,-90000000.000000,0.000000
-90.000000,0.000000,2.000000,1.000000,-272.894554,-89.979354,180.858994,-0.011306,-794863.000000,-526790.000000,0.000000,0.000000,-90000000.000000,0.000000
0.000000,0.000000,1.000000,0.000000,-182.894554,0.020646,180.858994,-0.011306,-532719.000000,-526790.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,2.000000,1.000000,-182.894554,0.020646,180.858994,-0.011306,-532719.000000,-526790.000000,0.000000,0.000000,0.000000,0.000000
0.000000,180.000000,1.000000,0.000000,-182.894554,0.020646,0.858650,-180.011650,-532719.000000,-2501.000000,0.000000,343.322754,0.000000,180000343.322754
0.000000,180.000000,2.000000,1.000000,-182.894554,0.020646,0.859337,-180.010963,-532719.000000,-2503.000000,0.000000,-343.322754,0.000000,179999656.677246
30.000000,180.000000,1.000000,0.000000,-152.894325,30.020875,0.858994,-180.011306,-445337.000000,-2502.000000,-114.440918,0.000000,29999885.559082,180000000.000000
30.000000,180.000000,2.000000,1.000000,-152.894669,30.020531,0.858994,-180.011306,-445338.000000,-2502.000000,-114.440918,0.000000,29999885.559082,180000000.000000
-30.000000,180.000000,1.000000,0.000000,-212.894783,-29.979583,0.858994,-180.011306,-620101.000000,-2502.000000,-228.881836,0.000000,-30000228.881836,180000000.000000
-30.000000,180.000000,2.000000,1.000000,-212.894440,-29.979240,0.858994,-180.011306,-620100.000000,-2502.000000,114.440918,0.000000,-29999885.559082,180000000.000000
60.000000,180.000000,1.000000,0.000000,-122.894440,60.020760,0.858994,-180.011306,-357956.000000,-2502.000000,114.440918,0.000000,60000114.440918,180000000.000000
60.000000,180.000000,2.000000,1.000000,-122.894440,60.020760,0.858994,-180.011306,-357956.000000,-2502.000000,114.440918,0.000000,60000114.440918,180000000.000000
-60.000000,180.000000,1.000000,0.000000,-242.894669,-59.979469,0.858994,-180.011306,-707482.000000,-2502.000000,228.881836,0.000000,-59999771.118164,180000000.000000
-60.000000,180.000000,2.000000,1.000000,-242.894669,-59.979469,0.859337,-180.010963,-707482.000000,-2503.000000,228.881836,-343.322754,-59999771.118164,179999656.677246
90.000000,180.000000,1.000000,0.000000,-92.894554,90.020646,0.858994,-180.011306,-270575.000000,-2502.000000,0.000000,0.000000,90000000.000000,180000000.000000
90.000000,180.000000,2.000000,1.000000,-92.894554,90.020646,0.859337,-180.010963,-270575.000000,-2503.000000,0.000000,-343.322754,90000000.000000,179999656.677246
-90.000000,180.000000,1.000000,0.000000,-272.894554,-89.979354,0.858994,-180.011306,-794863.000000,-2502.000000,0.000000,0.000000,-90000000.000000,180000000.000000
-90.000000,180.000000,2.000000,1.000000,-272.894554,-89.979354,0.858994,-180.011306,-794863.000000,-2502.000000,0.000000,0.000000,-90000000.000000,180000000.000000
0.000000,180.000000,1.000000,0.000000,-182.894554,0.020646,0.858994,-180.011306,-532719.000000,-2502.000000,0.000000,0.000000,0.000000,180000000.000000
0.000000,180.000000,2.000000,1.000000,-182.894554,0.020646,0.858994,-180.011306,-532719.000000,-2502.000000,0.000000,0.000000,0.000000,180000000.000000
0.000000,90.000000,1.000000,0.000000,-182.894554,0.020646,90.858994,-90.011306,-532719.000000,-264646.000000,0.000000,0.000000,0.000000,90000000.000000
0.000000,90.000000,2.000000,1.000000,-182.894554,0.020646,90.858994,-90.011306,-532719.000000,-264646.000000,0.000000,0.000000,0.000000,90000000.000000
90.000000,90.000000,1.000000,0.000000,-92.894554,90.020646,90.858994,-90.011306,-270575.000000,-264646.000000,0.000000,0.000000,90000000.000000,90000000.000000
90.000000,90.000000,2.000000,1.000000,-92.894554,90.020646,90.858994,-90.011306,-270575.000000,-264646.000000,0.000000,0.000000,90000000.000000,90000000.000000
-90.000000,90.000000,1.000000,0.000000,-272.894554,-89.979354,90.858994,-90.011306,-794863.000000,-264646.000000,0.000000,0.000000,-90000000.000000,90000000.000000
-90.000000,90.000000,2.000000,1.000000,-272.894554,-89.979354,90.858994,-90.011306,-794863.000000,-264646.000000,0.000000,0.000000,-90000000.000000,90000000.000000
0.000000,90.000000,1.000000,0.000000,-182.894554,0.020646,90.858994,-90.011306,-532719.000000,-264646.000000,0.000000,0.000000,0.000000,90000000.000000
0.000000,90.000000,2.000000,1.000000,-182.894554,0.020646,90.858994,-90.011306,-532719.000000,-264646.000000,0.000000,0.000000,0.000000,90000000.000000
0.000000,270.000000,1.000000,0.000000,-182.894554,0.020646,-89.140320,-270.010620,-532719.000000,259640.000000,0.000000,-686.645508,0.000000,269999313.354492
0.000000,270.000000,2.000000,1.000000,-182.894554,0.020646,-89.141693,-270.011993,-532719.000000,259644.000000,0.000000,686.645508,0.000000,270000686.645508
90.000000,270.000000,1.000000,0.000000,-92.894554,90.020646,-89.141006,-270.011306,-270575.000000,259642.000000,0.000000,0.000000,90000000.000000,270000000.000000
