abs_b_deg,abs_c_deg,pass_num,accepted,probe_tool_number,calibration_offset,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,u_center_error_mm,v_center_error_mm,u_raw_span_mm,v_raw_span_mm,u_corr_diam_mm,v_corr_diam_mm
10.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.536750,317.949024,-858.891780,0.031782,-0.011250,36.027378,35.929767,30.296444,30.198833
10.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.552986,317.939024,-858.899925,0.003539,-0.008750,36.028865,35.929767,30.297931,30.198833
10.000000,90.000000,1.000000,0.000000,3.000000,0.134533,357.557986,317.912813,-858.910736,-0.044795,-0.010000,35.937198,35.892268,30.206264,30.161334
10.000000,90.000000,2.000000,1.000000,3.000000,0.134533,357.564861,317.889833,-858.905195,-0.001878,-0.003750,35.941365,35.889768,30.210431,30.158834
10.000000,180.000000,1.000000,0.000000,3.000000,0.134533,357.587012,317.886312,-858.885487,-0.050380,0.005579,36.045036,35.943426,30.314102,30.212492
10.000000,180.000000,2.000000,1.000000,3.000000,0.134533,357.610979,317.885397,-858.881459,0.001365,-0.002938,36.033841,35.948426,30.302907,30.217492
10.000000,270.000000,1.000000,0.000000,3.000000,0.134533,357.587676,317.934319,-858.883932,-0.096980,-0.044004,35.922198,35.938976,30.191264,30.208042
10.000000,270.000000,2.000000,1.000000,3.000000,0.134533,357.565384,317.986669,-858.881661,-0.007644,0.000396,35.916859,35.939443,30.185925,30.208509
-10.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.556541,317.978545,-858.898655,-0.022705,-0.016250,36.027198,35.929767,30.296264,30.198833
-10.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.541686,317.971878,-858.898095,-0.005949,0.002917,36.040352,35.931434,30.309418,30.200500
-10.000000,90.000000,1.000000,0.000000,3.000000,0.134533,357.549811,317.933285,-858.867027,-0.065532,-0.016250,35.928211,35.889768,30.197277,30.158834
-10.000000,90.000000,2.000000,1.000000,3.000000,0.134533,357.557936,317.901645,-858.871116,0.003128,0.000000,35.920531,35.890601,30.189597,30.159667
-10.000000,180.000000,1.000000,0.000000,3.000000,0.134533,357.593850,317.921653,-858.847979,-0.061455,-0.038750,36.012401,35.941203,30.281467,30.210269
-10.000000,180.000000,2.000000,1.000000,3.000000,0.134533,357.626838,317.940991,-858.846462,-0.004372,-0.001825,36.024585,35.942986,30.293651,30.212052
-10.000000,270.000000,1.000000,0.000000,3.000000,0.134533,357.612046,317.955271,-858.877956,-0.038291,-0.030532,35.949044,35.936434,30.218110,30.205500
-10.000000,270.000000,2.000000,1.000000,3.000000,0.134533,357.596758,317.972383,-858.882950,-0.001219,-0.000201,35.950171,35.936635,30.219237,30.205701
0.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.561758,317.965091,-858.911450,-0.070000,-0.014583,35.885601,35.928101,30.154667,30.197167
0.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.527175,317.958841,-858.911616,0.000833,0.002083,35.887268,35.926434,30.156334,30.195500
30.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.557780,317.919258,-858.892318,0.031866,-0.079167,35.930803,35.927267,30.199869,30.196333
30.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.576170,317.885716,-858.894831,0.001269,0.012083,35.934970,35.926434,30.204036,30.195500
30.000000,90.000000,1.000000,0.000000,3.000000,0.134533,357.542306,317.920065,-858.920903,0.084366,0.069584,35.945803,35.888102,30.214869,30.157168
