abs_b_deg,abs_c_deg,pass_num,accepted,point_id,touch_abs_x_mm,touch_abs_y_mm,touch_abs_z_mm
0.000000,0.000000,1.000000,0.000000,1.000000,468.766546,323.653216,-841.096020
0.000000,0.000000,1.000000,0.000000,2.000000,450.814579,323.653216,-858.961487
0.000000,0.000000,1.000000,0.000000,3.000000,486.712680,323.653216,-858.961487
0.000000,0.000000,1.000000,0.000000,4.000000,468.766546,305.681249,-858.961487
0.000000,0.000000,1.000000,0.000000,5.000000,468.766546,341.620183,-858.961487
0.000000,0.000000,2.000000,1.000000,1.000000,468.763629,323.650716,-841.096186
0.000000,0.000000,2.000000,1.000000,2.000000,450.815829,323.650716,-858.961653
0.000000,0.000000,2.000000,1.000000,3.000000,486.708096,323.650716,-858.961653
0.000000,0.000000,2.000000,1.000000,4.000000,468.763629,305.682916,-858.961653
0.000000,0.000000,2.000000,1.000000,5.000000,468.763629,341.621017,-858.961653
90.000000,0.000000,1.000000,0.000000,1.000000,486.566430,323.651341,-858.961653
90.000000,0.000000,1.000000,0.000000,2.000000,468.700963,323.651341,-840.932186
90.000000,0.000000,1.000000,0.000000,3.000000,468.700963,323.651341,-876.856120
90.000000,0.000000,1.000000,0.000000,4.000000,468.700963,305.474374,-858.961653
90.000000,0.000000,1.000000,0.000000,5.000000,468.700963,341.419975,-858.961653
90.000000,0.000000,2.000000,1.000000,1.000000,486.567930,323.447175,-858.894153
90.000000,0.000000,2.000000,1.000000,2.000000,468.702463,323.447175,-840.934686
90.000000,0.000000,2.000000,1.000000,3.000000,468.702463,323.447175,-876.853621
90.000000,0.000000,2.000000,1.000000,4.000000,468.702463,305.471874,-858.894153
90.000000,0.000000,2.000000,1.000000,5.000000,468.702463,341.417475,-858.894153
0.000000,0.000000,1.000000,0.000000,1.000000,468.702463,323.445925,-841.092186
0.000000,0.000000,1.000000,0.000000,2.000000,450.852995,323.445925,-858.957653
0.000000,0.000000,1.000000,0.000000,3.000000,486.747763,323.445925,-858.957653
0.000000,0.000000,1.000000,0.000000,4.000000,468.702462,305.685624,-858.957653
0.000000,0.000000,1.000000,0.000000,5.000000,468.702462,341.633725,-858.957653
0.000000,0.000000,2.000000,1.000000,1.000000,468.800379,323.659675,-841.089020
0.000000,0.000000,2.000000,1.000000,2.000000,450.851746,323.659675,-858.954487
0.000000,0.000000,2.000000,1.000000,3.000000,486.735680,323.659675,-858.954487
0.000000,0.000000,2.000000,1.000000,4.000000,468.800379,305.682708,-858.954487
0.000000,0.000000,2.000000,1.000000,5.000000,468.800379,341.633308,-858.954487
-90.000000,0.000000,1.000000,0.000000,1.000000,450.752579,323.658841,-858.954487
-90.000000,0.000000,1.000000,0.000000,2.000000,468.618046,323.658841,-876.280621
-90.000000,0.000000,1.000000,0.000000,3.000000,468.618046,323.658841,-840.375020
-90.000000,0.000000,1.000000,0.000000,4.000000,468.618046,305.571874,-858.954487
-90.000000,0.000000,1.000000,0.000000,5.000000,468.618046,341.494142,-858.954487
-90.000000,0.000000,2.000000,1.000000,1.000000,450.738579,323.533008,-858.327820
-90.000000,0.000000,2.000000,1.000000,2.000000,468.604046,323.533008,-876.279787
-90.000000,0.000000,2.000000,1.000000,3.000000,468.604046,323.533008,-840.374186
-90.000000,0.000000,2.000000,1.000000,4.000000,468.604046,305.565207,-858.327820
-90.000000,0.000000,2.000000,1.000000,5.000000,468.604046,341.506642,-858.327820
0.000000,0.000000,1.000000,0.000000,1.000000,468.604046,323.534466,-841.089603
0.000000,0.000000,1.000000,0.000000,2.000000,450.812079,323.534466,-858.955070
0.000000,0.000000,1.000000,0.000000,3.000000,486.709346,323.534466,-858.955070
0.000000,0.000000,1.000000,0.000000,4.000000,468.604046,305.687499,-858.955070
0.000000,0.000000,1.000000,0.000000,5.000000,468.604046,341.628933,-858.955070
0.000000,0.000000,2.000000,1.000000,1.000000,468.760713,323.658216,-841.093936
0.000000,0.000000,2.000000,1.000000,2.000000,450.817912,323.658216,-858.959403
0.000000,0.000000,2.000000,1.000000,3.000000,486.715180,323.658216,-858.959403
0.000000,0.000000,2.000000,1.000000,4.000000,468.760713,305.685416,-858.959403
0.000000,0.000000,2.000000,1.000000,5.000000,468.760713,341.626017,-858.959403
0.000000,180.000000,1.000000,0.000000,1.000000,468.763469,323.656971,-841.058270
0.000000,180.000000,1.000000,0.000000,2.000000,486.911430,323.656966,-858.923737
0.000000,180.000000,1.000000,0.000000,3.000000,451.011502,323.656971,-858.923737
0.000000,180.000000,1.000000,0.000000,4.000000,468.763310,341.623942,-858.923737
0.000000,180.000000,1.000000,0.000000,5.000000,468.763630,305.688333,-858.923737
0.000000,180.000000,2.000000,1.000000,1.000000,468.961306,323.656142,-841.058437
0.000000,180.000000,2.000000,1.000000,2.000000,486.904780,323.656146,-858.923904
0.000000,180.000000,2.000000,1.000000,3.000000,451.006006,323.656142,-858.923904
0.000000,180.000000,2.000000,1.000000,4.000000,468.961306,341.621442,-858.923904
0.000000,180.000000,2.000000,1.000000,5.000000,468.961306,305.685008,-858.923904
90.000000,180.000000,1.000000,0.000000,1.000000,450.916382,323.654684,-858.923904
90.000000,180.000000,1.000000,0.000000,2.000000,468.781850,323.654684,-840.911103
90.000000,180.000000,1.000000,0.000000,3.000000,468.781850,323.654684,-876.821704
90.000000,180.000000,1.000000,0.000000,4.000000,468.781850,341.379985,-858.923904
90.000000,180.000000,1.000000,0.000000,5.000000,468.781850,305.439384,-858.923904
90.000000,180.000000,2.000000,1.000000,1.000000,450.911549,323.409685,-858.866404
90.000000,180.000000,2.000000,1.000000,2.000000,468.777016,323.409685,-840.919436
90.000000,180.000000,2.000000,1.000000,3.000000,468.777016,323.409685,-876.824204
90.000000,180.000000,2.000000,1.000000,4.000000,468.777016,341.382485,-858.866404
90.000000,180.000000,2.000000,1.000000,5.000000,468.777016,305.442717,-858.866404
0.000000,180.000000,1.000000,0.000000,1.000000,468.777016,323.411143,-841.057978
0.000000,180.000000,1.000000,0.000000,2.000000,486.873150,323.411143,-858.923445
0.000000,180.000000,1.000000,0.000000,3.000000,450.976042,323.411138,-858.923445
0.000000,180.000000,1.000000,0.000000,4.000000,468.777176,341.613105,-858.923445
