abs_b_deg,abs_c_deg,pass_num,accepted,b_ssi_abs_position_deg,b_ssi_zeroed_position_deg,c_ssi_abs_position_deg,c_ssi_zeroed_position_deg,b_ssi_rawcounts,c_ssi_rawcounts,b_following_error_udeg,c_following_error_udeg,b_axis_fb_udeg,c_axis_fb_udeg
90.000000,270.000000,1.000000,0.000000,267.105446,450.020646,-449.141350,-630.011650,778001.000000,1308219.000000,0.000000,343.322754,90000000.000000,270000343.322754
90.000000,270.000000,2.000000,1.000000,267.105446,450.020646,-449.141693,-630.011993,778001.000000,1308220.000000,0.000000,686.645508,90000000.000000,270000686.645508
0.000000,270.000000,1.000000,0.000000,177.105446,360.020646,-449.140320,-630.010620,515857.000000,1308216.000000,0.000000,-686.645508,0.000000,269999313.354492
0.000000,270.000000,2.000000,1.000000,177.105446,360.020646,-449.141693,-630.011993,515857.000000,1308220.000000,0.000000,686.645508,0.000000,270000686.645508
-90.000000,270.000000,1.000000,0.000000,87.105446,270.020646,-449.141693,-630.011993,253713.000000,1308220.000000,0.000000,686.645508,-90000000.000000,270000686.645508
-90.000000,270.000000,2.000000,1.000000,87.105446,270.020646,-449.141006,-630.011306,253713.000000,1308218.000000,0.000000,0.000000,-90000000.000000,270000000.000000
0.000000,270.000000,1.000000,0.000000,177.105446,360.020646,-449.139977,-630.010277,515857.000000,1308215.000000,0.000000,-1029.968262,0.000000,269998970.031738
0.000000,270.000000,2.000000,1.000000,177.105446,360.020646,-449.139977,-630.010277,515857.000000,1308215.000000,0.000000,-1029.968262,0.000000,269998970.031738
0.000000,0.000000,1.000000,0.000000,-182.894554,0.020646,180.858994,-0.011306,-532719.000000,-526790.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,2.000000,1.000000,-182.894554,0.020646,180.858994,-0.011306,-532719.000000,-526790.000000,0.000000,0.000000,0.000000,0.000000
0.000000,90.000000,1.000000,0.000000,-182.894554,0.020646,90.858994,-90.011306,-532719.000000,-264646.000000,0.000000,0.000000,0.000000,90000000.000000
0.000000,90.000000,2.000000,1.000000,-182.894554,0.020646,90.858994,-90.011306,-532719.000000,-264646.000000,0.000000,0.000000,0.000000,90000000.000000
0.000000,180.000000,1.000000,0.000000,-182.894554,0.020646,0.859337,-180.010963,-532719.000000,-2503.000000,0.000000,-343.322754,0.000000,179999656.677246
0.000000,180.000000,2.000000,1.000000,-182.894554,0.020646,0.857620,-180.012680,-532719.000000,-2499.000000,0.000000,1029.968262,0.000000,180001029.968262
0.000000,270.000000,1.000000,0.000000,-182.894554,0.020646,-89.141693,-270.011993,-532719.000000,259644.000000,0.000000,686.645508,0.000000,270000686.645508
0.000000,270.000000,2.000000,1.000000,-182.894554,0.020646,-89.141006,-270.011306,-532719.000000,259642.000000,0.000000,0.000000,0.000000,270000000.000000
0.000000,0.000000,1.000000,0.000000,-182.894554,0.020646,180.858994,-0.011306,-532719.000000,-526790.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,2.000000,1.000000,-182.894554,0.020646,180.858994,-0.011306,-532719.000000,-526790.000000,0.000000,0.000000,0.000000,0.000000
