epoch,iso_time,monotonic,event,raw_count,mux_count,gated_count,raw,mux,gate_enable,ignore_active,abnormal_level,fault_event,gated,motion_probe_input,motion_type,task_state,task_mode,interp_state,exec_state,current_line,motion_line,probe_val,inpos,current_vel,x,y,z,b,c,file
1787765333.423156,2026-08-27T00:28:53.423+07:00,480666.031576,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787765334.433147,2026-08-27T00:28:54.433+07:00,480667.041578,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787765335.443194,2026-08-27T00:28:55.443+07:00,480668.051584,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765336.453219,2026-08-27T00:28:56.453+07:00,480669.061587,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765337.463167,2026-08-27T00:28:57.463+07:00,480670.071578,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765338.473181,2026-08-27T00:28:58.473+07:00,480671.081583,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765339.483140,2026-08-27T00:28:59.483+07:00,480672.091574,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765340.483147,2026-08-27T00:29:00.483+07:00,480673.091575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765341.493153,2026-08-27T00:29:01.493+07:00,480674.101575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765342.493150,2026-08-27T00:29:02.493+07:00,480675.101575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765343.503142,2026-08-27T00:29:03.503+07:00,480676.111575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765344.503150,2026-08-27T00:29:04.503+07:00,480677.111575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765345.513141,2026-08-27T00:29:05.513+07:00,480678.121573,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765346.513145,2026-08-27T00:29:06.513+07:00,480679.121574,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765347.513148,2026-08-27T00:29:07.513+07:00,480680.121575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765348.523144,2026-08-27T00:29:08.523+07:00,480681.131573,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765349.523148,2026-08-27T00:29:09.523+07:00,480682.131575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765350.533179,2026-08-27T00:29:10.533+07:00,480683.141581,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765351.543149,2026-08-27T00:29:11.543+07:00,480684.151575,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765352.553142,2026-08-27T00:29:12.553+07:00,480685.161573,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765353.553142,2026-08-27T00:29:13.553+07:00,480686.161574,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765354.563199,2026-08-27T00:29:14.563+07:00,480687.171584,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765355.563219,2026-08-27T00:29:15.563+07:00,480688.171584,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765356.573149,2026-08-27T00:29:16.573+07:00,480689.181576,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765357.583162,2026-08-27T00:29:17.583+07:00,480690.191577,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765358.593150,2026-08-27T00:29:18.593+07:00,480691.201577,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765359.603139,2026-08-27T00:29:19.603+07:00,480692.211574,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765360.603150,2026-08-27T00:29:20.603+07:00,480693.211576,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765361.613096,2026-08-27T00:29:21.613+07:00,480694.221525,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765362.613130,2026-08-27T00:29:22.613+07:00,480695.221540,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
1787765363.613144,2026-08-27T00:29:23.613+07:00,480696.221573,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/linuxcnc-dev/nc_files/calibration/tcpc_length_aware_t4_validation_2026082601_attempt2.ngc
